;;;;;;;;;;;;;;;;;;
PERSONAL ADMINISTRATIVO EN INSTITUCIONES DE EDUCACIÓN SUPERIOR - COLOMBIA 2020;;;;;;;;;;;;;;;;;;
Fecha de corte de la información: Mayo de 2021;;;;;;;;;;;;;;;;;;
Fuente: Ministerio de Educación Nacional - Sistema Nacional de Información de la Educación Superior - SNIES;;;;;;;;;;;;;;;;;;
La información suministrada corresponde a lo reportado por las Instituciones de Educación Superior a través del SNIES;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Caracter IES;Caracter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;Año;Semestre;Auxiliar;Técnico;Profesional;Directivo;Total
1728;1728;UNIVERSIDAD SERGIO ARBOLEDA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;173;132;190;107;602
1728;1728;UNIVERSIDAD SERGIO ARBOLEDA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;165;123;185;100;573
1729;1729;UNIVERSIDAD EL BOSQUE;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;184;239;184;0;607
1729;1729;UNIVERSIDAD EL BOSQUE;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;197;230;182;0;609
1730;1710;UNIVERSIDAD PONTIFICIA BOLIVARIANA;Seccional;2;PRIVADA;4;Universidad;76;Valle del Cauca;76520;Palmira;2020;1;8;20;83;10;121
1730;1710;UNIVERSIDAD PONTIFICIA BOLIVARIANA;Seccional;2;PRIVADA;4;Universidad;76;Valle del Cauca;76520;Palmira;2020;2;15;10;100;10;135
1732;1704;UNIVERSIDAD SANTO TOMAS;Seccional;2;PRIVADA;4;Universidad;15;Boyacá;15001;Tunja;2020;1;70;8;69;60;207
1732;1704;UNIVERSIDAD SANTO TOMAS;Seccional;2;PRIVADA;4;Universidad;15;Boyacá;15001;Tunja;2020;2;70;8;69;60;207
1733;1728;UNIVERSIDAD SERGIO ARBOLEDA;Seccional;2;PRIVADA;4;Universidad;47;Magdalena;47001;Santa Marta;2020;1;46;71;68;26;211
1733;1728;UNIVERSIDAD SERGIO ARBOLEDA;Seccional;2;PRIVADA;4;Universidad;47;Magdalena;47001;Santa Marta;2020;2;43;72;64;25;204
1734;1734;UNIVERSIDAD DE BOYACA UNIBOYACA;Principal;2;PRIVADA;4;Universidad;15;Boyacá;15001;Tunja;2020;1;79;3;54;21;157
1734;1734;UNIVERSIDAD DE BOYACA UNIBOYACA;Principal;2;PRIVADA;4;Universidad;15;Boyacá;15001;Tunja;2020;2;39;1;42;19;101
1735;1735;UNIVERSIDAD MANUELA BELTRAN-UMB-;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;77;54;598;31;760
1735;1735;UNIVERSIDAD MANUELA BELTRAN-UMB-;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;77;54;566;31;728
1801;1801;UNIVERSIDAD LA GRAN COLOMBIA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;237;47;106;41;431
1801;1801;UNIVERSIDAD LA GRAN COLOMBIA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;237;45;102;42;426
1802;1801;UNIVERSIDAD LA GRAN COLOMBIA;Seccional;2;PRIVADA;4;Universidad;63;Quindío;63001;Armenia;2020;1;61;8;29;12;110
1802;1801;UNIVERSIDAD LA GRAN COLOMBIA;Seccional;2;PRIVADA;4;Universidad;63;Quindío;63001;Armenia;2020;2;57;8;29;12;106
1803;1803;UNIVERSIDAD DE LA SALLE;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;172;315;138;158;783
1803;1803;UNIVERSIDAD DE LA SALLE;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;178;306;169;163;816
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Principal;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2020;1;195;104;106;38;443
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Principal;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2020;2;195;104;106;38;443
1806;1806;UNIVERSIDAD LIBRE;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;108;211;117;38;474
1806;1806;UNIVERSIDAD LIBRE;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;108;211;117;38;474
1807;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2020;1;75;49;55;17;196
1807;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2020;2;75;49;55;17;196
1808;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;08;Atlántico;08001;Barranquilla;2020;1;93;26;37;19;175
1808;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;08;Atlántico;08001;Barranquilla;2020;2;93;26;37;19;175
1809;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;66;Risaralda;66001;Pereira;2020;1;18;60;39;25;142
1809;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;66;Risaralda;66001;Pereira;2020;2;18;60;40;26;144
1810;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;54;Norte de Santander;54001;San José de Cúcuta;2020;1;26;11;25;3;65
1810;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;54;Norte de Santander;54001;San José de Cúcuta;2020;2;26;9;25;3;63
1811;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;68;Santander;68755;Socorro;2020;1;48;3;9;7;67
1811;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;68;Santander;68755;Socorro;2020;2;48;3;9;8;68
1812;1812;UNIVERSIDAD DE MEDELLIN;Principal;2;PRIVADA;4;Universidad;05;Antioquia;05001;Medellín;2020;1;177;13;89;40;319
1812;1812;UNIVERSIDAD DE MEDELLIN;Principal;2;PRIVADA;4;Universidad;05;Antioquia;05001;Medellín;2020;2;173;16;94;40;323
1813;1813;UNIVERSIDAD DE LOS ANDES;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;301;634;3282;88;4305
1813;1813;UNIVERSIDAD DE LOS ANDES;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;219;619;2236;86;3160
1815;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;90;37;61;40;228
1815;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;90;37;61;40;228
1816;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;05;Antioquia;05001;Medellín;2020;1;122;121;241;54;538
1816;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;05;Antioquia;05001;Medellín;2020;2;112;104;223;54;493
1817;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2020;1;39;44;47;3;133
1817;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2020;2;35;40;40;3;118
1818;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;383;330;384;27;1124
1818;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;210;215;224;21;670
1819;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;68;Santander;68081;Barrancabermeja;2020;1;16;18;22;1;57
1819;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;68;Santander;68081;Barrancabermeja;2020;2;13;16;19;1;49
1820;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;47;Magdalena;47001;Santa Marta;2020;1;38;53;59;3;153
1820;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;47;Magdalena;47001;Santa Marta;2020;2;34;51;52;3;140
1822;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;25;Cundinamarca;25307;Girardot;2020;1;7;8;24;10;49
1822;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;25;Cundinamarca;25307;Girardot;2020;2;7;8;24;10;49
1823;1823;UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-;Principal;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2020;1;21;185;162;78;446
1823;1823;UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-;Principal;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2020;2;27;176;163;74;440
1825;1825;UNIVERSIDAD AUTONOMA DE MANIZALES;Principal;2;PRIVADA;4;Universidad;17;Caldas;17001;Manizales;2020;1;96;24;79;5;204
1825;1825;UNIVERSIDAD AUTONOMA DE MANIZALES;Principal;2;PRIVADA;4;Universidad;17;Caldas;17001;Manizales;2020;2;95;23;76;5;199
1826;1826;UNIVERSIDAD ANTONIO NARIÑO;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;257;0;267;52;576
1826;1826;UNIVERSIDAD ANTONIO NARIÑO;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;230;0;208;57;495
1827;1827;UNIVERSIDAD CATOLICA DE MANIZALES;Principal;2;PRIVADA;4;Universidad;17;Caldas;17001;Manizales;2020;1;20;112;31;19;182
1827;1827;UNIVERSIDAD CATOLICA DE MANIZALES;Principal;2;PRIVADA;4;Universidad;17;Caldas;17001;Manizales;2020;2;37;106;284;22;449
1828;1828;UNIVERSIDAD ICESI;Principal;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2020;1;199;78;220;215;712
1828;1828;UNIVERSIDAD ICESI;Principal;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2020;2;177;93;217;129;616
1829;1805;UNIVERSIDAD SANTIAGO DE CALI;Seccional;2;PRIVADA;4;Universidad;76;Valle del Cauca;76520;Palmira;2020;1;195;104;106;38;443
1829;1805;UNIVERSIDAD SANTIAGO DE CALI;Seccional;2;PRIVADA;4;Universidad;76;Valle del Cauca;76520;Palmira;2020;2;195;104;106;38;443
1830;1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;Principal;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2020;1;49;349;267;17;682
1830;1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;Principal;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2020;2;48;301;261;16;626
1831;1831;UNIVERSIDAD DE IBAGUE;Principal;2;PRIVADA;4;Universidad;73;Tolima;73001;Ibagué;2020;1;59;139;112;26;336
1831;1831;UNIVERSIDAD DE IBAGUE;Principal;2;PRIVADA;4;Universidad;73;Tolima;73001;Ibagué;2020;2;57;137;104;20;318
1832;1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;Principal;2;PRIVADA;4;Universidad;13;Bolívar;13001;Cartagena de Indias;2020;1;150;60;90;30;330
1832;1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;Principal;2;PRIVADA;4;Universidad;13;Bolívar;13001;Cartagena de Indias;2020;2;150;60;90;30;330
1833;1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;Principal;2;PRIVADA;4;Universidad;23;Córdoba;23001;Montería;2020;1;192;35;102;13;342
1833;1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;Principal;2;PRIVADA;4;Universidad;23;Córdoba;23001;Montería;2020;2;126;40;91;17;274
1834;1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;Seccional;2;PRIVADA;4;Universidad;13;Bolívar;13001;Cartagena de Indias;2020;1;94;84;88;13;279
1834;1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;Seccional;2;PRIVADA;4;Universidad;13;Bolívar;13001;Cartagena de Indias;2020;2;52;149;44;21;266
1835;1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES - UDCA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;89;89;100;38;316
1835;1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES - UDCA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;64;108;88;33;293
2106;2106;DIRECCION NACIONAL DE ESCUELAS;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;507;981;1013;415;2916
2106;2106;DIRECCION NACIONAL DE ESCUELAS;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;602;1198;1063;437;3300
2110;2110;COLEGIO MAYOR DE ANTIOQUIA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;18;0;9;10;37
2110;2110;COLEGIO MAYOR DE ANTIOQUIA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;18;0;9;10;37
2114;2114;ESCUELA NACIONAL DEL DEPORTE;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2020;1;15;14;39;15;83
2114;2114;ESCUELA NACIONAL DEL DEPORTE;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2020;2;15;14;40;15;84
2207;2207;INSTITUTO UNIVERSITARIO DE LA PAZ;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68081;Barrancabermeja;2020;1;5;11;2;20;38
2207;2207;INSTITUTO UNIVERSITARIO DE LA PAZ;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68081;Barrancabermeja;2020;2;5;11;2;20;38
2208;2208;CONSERVATORIO DEL TOLIMA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;73;Tolima;73001;Ibagué;2020;1;13;2;11;4;30
2208;2208;CONSERVATORIO DEL TOLIMA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;73;Tolima;73001;Ibagué;2020;2;13;2;11;4;30
2209;2209;POLITECNICO COLOMBIANO JAIME ISAZA CADAVID;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;146;24;90;24;284
2209;2209;POLITECNICO COLOMBIANO JAIME ISAZA CADAVID;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;155;28;102;26;311
2211;2211;INSTITUCION UNIVERSITARIA BELLAS ARTES Y CIENCIAS DE BOLIVAR;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;13;Bolívar;13001;Cartagena de Indias;2020;1;15;2;6;18;41
2211;2211;INSTITUCION UNIVERSITARIA BELLAS ARTES Y CIENCIAS DE BOLIVAR;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;13;Bolívar;13001;Cartagena de Indias;2020;2;15;2;6;18;41
2301;2301;UNIDAD CENTRAL DEL VALLE DEL CAUCA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76834;Tuluá;2020;1;62;14;31;20;127
2301;2301;UNIDAD CENTRAL DEL VALLE DEL CAUCA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76834;Tuluá;2020;2;72;15;34;19;140
2302;2302;INSTITUCION UNIVERSITARIA DE ENVIGADO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05266;Envigado;2020;1;24;18;31;29;102
2302;2302;INSTITUCION UNIVERSITARIA DE ENVIGADO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05266;Envigado;2020;2;24;18;31;29;102
2701;2701;INSTITUCION UNIVERSITARIA COLEGIOS DE COLOMBIA - UNICOC;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;101;13;45;32;191
2701;2701;INSTITUCION UNIVERSITARIA COLEGIOS DE COLOMBIA - UNICOC;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;101;13;45;32;191
2702;2702;FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;93;0;102;38;233
2702;2702;FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;90;0;99;38;227
2704;2704;COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION-CESA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;20;43;39;22;124
2704;2704;COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION-CESA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;19;38;41;25;123
2707;2707;FUNDACI¿N UNIVERSITARIA JUAN N. CORPAS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;30;46;123;24;223
2707;2707;FUNDACI¿N UNIVERSITARIA JUAN N. CORPAS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;30;46;123;24;223
2708;2708;UNIVERSIDAD CES;Principal;2;PRIVADA;4;Universidad;05;Antioquia;05001;Medellín;2020;1;155;149;164;17;485
2708;2708;UNIVERSIDAD CES;Principal;2;PRIVADA;4;Universidad;05;Antioquia;05001;Medellín;2020;2;157;147;170;17;491
2709;2709;FUNDACION UNIVERSITARIA SAN MARTIN;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;199;160;157;41;557
2709;2709;FUNDACION UNIVERSITARIA SAN MARTIN;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;190;156;156;39;541
2710;2710;FUNDACION UNIVERSITARIA MONSERRATE -UNIMONSERRATE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;5;46;17;23;91
2710;2710;FUNDACION UNIVERSITARIA MONSERRATE -UNIMONSERRATE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;5;40;17;25;87
2711;2711;UNIVERSIDAD CATOLICA DE PEREIRA;Principal;2;PRIVADA;4;Universidad;66;Risaralda;66001;Pereira;2020;1;49;7;42;5;103
2711;2711;UNIVERSIDAD CATOLICA DE PEREIRA;Principal;2;PRIVADA;4;Universidad;66;Risaralda;66001;Pereira;2020;2;49;7;42;5;103
2712;2712;FUNDACION UNIVERSITARIA KONRAD LORENZ;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;51;20;86;3;160
2712;2712;FUNDACION UNIVERSITARIA KONRAD LORENZ;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;49;20;82;3;154
2713;2713;FUNDACION UNIVERSITARIA LOS LIBERTADORES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;75;43;97;23;238
2713;2713;FUNDACION UNIVERSITARIA LOS LIBERTADORES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;71;44;88;20;223
2715;2715;FUNDACION UNIVERSITARIA DE POPAYAN;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;19;Cauca;19001;Popayán;2020;1;106;40;635;41;822
2715;2715;FUNDACION UNIVERSITARIA DE POPAYAN;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;19;Cauca;19001;Popayán;2020;2;40;18;357;42;457
2719;2719;UNIVERSIDAD CAT¿LICA LUIS AMIG¿;Principal;2;PRIVADA;4;Universidad;05;Antioquia;05001;Medellín;2020;1;112;38;60;44;254
2719;2719;UNIVERSIDAD CAT¿LICA LUIS AMIG¿;Principal;2;PRIVADA;4;Universidad;05;Antioquia;05001;Medellín;2020;2;100;38;42;43;223
2720;2720;FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;15;Boyacá;15001;Tunja;2020;1;91;37;44;3;175
2720;2720;FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;15;Boyacá;15001;Tunja;2020;2;66;22;55;2;145
2721;2721;FUNDACION UNIVERSITARIA MARIA CANO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;24;31;56;36;147
2721;2721;FUNDACION UNIVERSITARIA MARIA CANO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;19;30;43;32;124
2723;2723;FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;123;4;95;54;276
2723;2723;FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;75;1;46;99;221
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68679;San Gil;2020;1;82;33;51;31;197
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68679;San Gil;2020;2;82;33;51;31;197
2725;2725;POLITECNICO GRANCOLOMBIANO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;198;13;544;70;825
2725;2725;POLITECNICO GRANCOLOMBIANO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;193;8;620;69;890
2727;2727;FUNDACION UNIVERSITARIA-CEIPA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05631;Sabaneta;2020;1;0;79;103;17;199
2727;2727;FUNDACION UNIVERSITARIA-CEIPA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05631;Sabaneta;2020;2;0;57;93;17;167
2728;2728;FUNDACION UNIVERSITARIA DEL AREA ANDINA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;112;142;224;130;608
2728;2728;FUNDACION UNIVERSITARIA DEL AREA ANDINA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;86;159;223;132;600
2730;2730;FUNDACION ESCUELA COLOMBIANA DE REHABILITACION;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;5;20;18;10;53
2730;2730;FUNDACION ESCUELA COLOMBIANA DE REHABILITACION;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;5;18;18;11;52
2731;2731;FUNDACION UNIVERSITARIA CATOLICA LUMEN GENTIUM - UNICAT¿LICA - Cali;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2020;1;90;35;602;310;1037
2731;2731;FUNDACION UNIVERSITARIA CATOLICA LUMEN GENTIUM - UNICAT¿LICA - Cali;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2020;2;90;35;602;310;1037
2732;2732;FUNDACION UNIVERSITARIA CATOLICA DEL NORTE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05686;Santa Rosa de Osos;2020;1;38;26;205;19;288
2732;2732;FUNDACION UNIVERSITARIA CATOLICA DEL NORTE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05686;Santa Rosa de Osos;2020;2;43;26;262;23;354
2733;2733;FUNDACIÓN UNIVERSITARIA SAN ALFONSO- FUSA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;0;0;59;2;61
2733;2733;FUNDACIÓN UNIVERSITARIA SAN ALFONSO- FUSA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;0;0;59;2;61
2736;2736;FUNDACION UNIVERSITARIA SEMINARIO BIBLICO DE COLOMBIA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;9;7;15;4;35
2736;2736;FUNDACION UNIVERSITARIA SEMINARIO BIBLICO DE COLOMBIA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;7;8;14;4;33
