;;;;;;;;;;;;;;;;;;
PERSONAL ADMINISTRATIVO EN INSTITUCIONES DE EDUCACIÓN SUPERIOR - COLOMBIA 2020;;;;;;;;;;;;;;;;;;
Fecha de corte de la información: Mayo de 2021;;;;;;;;;;;;;;;;;;
Fuente: Ministerio de Educación Nacional - Sistema Nacional de Información de la Educación Superior - SNIES;;;;;;;;;;;;;;;;;;
La información suministrada corresponde a lo reportado por las Instituciones de Educación Superior a través del SNIES;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Caracter IES;Caracter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;Año;Semestre;Auxiliar;Técnico;Profesional;Directivo;Total
3720;3720;FUNDACION UNIVERSITARIA ESUMER;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;16;132;33;12;193
3801;3801;CORPORACION DE ESTUDIOS TECNOLOGICOS DEL NORTE DEL VALLE;Principal;2;PRIVADA;2;Institución Tecnológica;76;Valle del Cauca;76147;Cartago;2020;1;6;8;8;7;29
3801;3801;CORPORACION DE ESTUDIOS TECNOLOGICOS DEL NORTE DEL VALLE;Principal;2;PRIVADA;2;Institución Tecnológica;76;Valle del Cauca;76147;Cartago;2020;2;6;8;9;7;30
3803;3803;CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2020;1;10;9;9;12;40
3803;3803;CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2020;2;10;9;9;12;40
3807;3807;ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-;Principal;2;PRIVADA;2;Institución Tecnológica;05;Antioquia;05001;Medellín;2020;1;0;2;0;4;6
3807;3807;ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-;Principal;2;PRIVADA;2;Institución Tecnológica;05;Antioquia;05001;Medellín;2020;2;0;2;0;4;6
3809;3809;INSTITUTO SUPERIOR DE CIENCIAS SOCIALES Y ECONOMICO FAMILIARES-ICSEF-;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;2;3;9;3;17
3809;3809;INSTITUTO SUPERIOR DE CIENCIAS SOCIALES Y ECONOMICO FAMILIARES-ICSEF-;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;2;3;9;3;17
3812;3812;INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05088;Bello;2020;1;15;8;13;4;40
3812;3812;INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05088;Bello;2020;2;8;7;7;5;27
3817;3817;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;52;Nariño;52001;Pasto;2020;1;4;18;29;7;58
3817;3817;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;52;Nariño;52001;Pasto;2020;2;4;18;29;7;58
3821;3821;CORPORACION POLITECNICO DE LA COSTA ATLANTICA;Principal;2;PRIVADA;2;Institución Tecnológica;08;Atlántico;08001;Barranquilla;2020;1;20;31;55;5;111
3821;3821;CORPORACION POLITECNICO DE LA COSTA ATLANTICA;Principal;2;PRIVADA;2;Institución Tecnológica;08;Atlántico;08001;Barranquilla;2020;2;27;16;21;25;89
3822;3822;POLITECNICO ICAFT;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;5;1;7;2;15
3822;3822;POLITECNICO ICAFT;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;5;1;7;2;15
3826;3826;CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;11;16;18;7;52
3826;3826;CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;11;16;18;7;52
3831;3831;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;19;Cauca;19001;Popayán;2020;1;81;57;62;38;238
3831;3831;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;19;Cauca;19001;Popayán;2020;2;64;40;58;38;200
3902;3902;ESCUELA  MILITAR DE SUBOFICIALES SARGENTO INOCENCIO CHINCA;Principal;1;OFICIAL;2;Institución Tecnológica;25;Cundinamarca;25488;Nilo;2020;1;28;48;57;3;136
3902;3902;ESCUELA  MILITAR DE SUBOFICIALES SARGENTO INOCENCIO CHINCA;Principal;1;OFICIAL;2;Institución Tecnológica;25;Cundinamarca;25488;Nilo;2020;2;28;48;57;3;136
4101;4101;INSTITUTO DE EDUCACION TECNICA PROFESIONAL DE ROLDANILLO;Principal;1;OFICIAL;1;Institución Técnica Profesional;76;Valle del Cauca;76622;Roldanillo;2020;1;75;35;25;2;137
4101;4101;INSTITUTO DE EDUCACION TECNICA PROFESIONAL DE ROLDANILLO;Principal;1;OFICIAL;1;Institución Técnica Profesional;76;Valle del Cauca;76622;Roldanillo;2020;2;78;36;27;2;143
4107;4107;INSTITUTO TECNICO AGRICOLA ITA;Principal;1;OFICIAL;1;Institución Técnica Profesional;76;Valle del Cauca;76111;Guadalajara de Buga;2020;1;4;3;7;4;18
4107;4107;INSTITUTO TECNICO AGRICOLA ITA;Principal;1;OFICIAL;1;Institución Técnica Profesional;76;Valle del Cauca;76111;Guadalajara de Buga;2020;2;2;4;5;4;15
4108;4108;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;24;28;35;11;98
4108;4108;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;24;28;35;11;98
4109;4109;INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ - INTENALCO;Principal;1;OFICIAL;1;Institución Técnica Profesional;76;Valle del Cauca;76001;Cali;2020;1;13;3;16;8;40
4109;4109;INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ - INTENALCO;Principal;1;OFICIAL;1;Institución Técnica Profesional;76;Valle del Cauca;76001;Cali;2020;2;13;3;16;8;40
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;Principal;1;OFICIAL;1;Institución Técnica Profesional;73;Tolima;73268;Espinal;2020;1;38;6;28;9;81
4110;4110;INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL;Principal;1;OFICIAL;1;Institución Técnica Profesional;73;Tolima;73268;Espinal;2020;2;38;6;28;9;81
4111;4111;INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL - HUMBERTO VELASQUEZ GARCIA;Principal;1;OFICIAL;1;Institución Técnica Profesional;47;Magdalena;47189;Ciénaga;2020;1;7;11;14;2;34
4111;4111;INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL - HUMBERTO VELASQUEZ GARCIA;Principal;1;OFICIAL;1;Institución Técnica Profesional;47;Magdalena;47189;Ciénaga;2020;2;7;11;14;2;34
4112;4112;COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS - IES CINOC;Principal;1;OFICIAL;1;Institución Técnica Profesional;17;Caldas;17541;Pensilvania;2020;1;8;2;5;3;18
4112;4112;COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS - IES CINOC;Principal;1;OFICIAL;1;Institución Técnica Profesional;17;Caldas;17541;Pensilvania;2020;2;8;2;5;3;18
4701;4701;FUNDACION ACADEMIA DE DIBUJO PROFESIONAL;Principal;2;PRIVADA;1;Institución Técnica Profesional;76;Valle del Cauca;76001;Cali;2020;1;25;14;12;9;60
4702;4702;FUNDACION DE EDUCACION SUPERIOR SAN JOSE -FESSANJOSE-;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;66;6;150;4;226
4702;4702;FUNDACION DE EDUCACION SUPERIOR SAN JOSE -FESSANJOSE-;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;66;6;150;4;226
4709;4709;INSTITUCION UNIVERSITARIA EAM;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;63;Quindío;63001;Armenia;2020;1;19;16;131;5;171
4709;4709;INSTITUCION UNIVERSITARIA EAM;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;63;Quindío;63001;Armenia;2020;2;19;16;131;5;171
4710;4710;POLITECNICO INDOAMERICANO;Principal;2;PRIVADA;1;Institución Técnica Profesional;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;1;0;0;7;8
4710;4710;POLITECNICO INDOAMERICANO;Principal;2;PRIVADA;1;Institución Técnica Profesional;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;1;0;0;7;8
4714;4714;FUNDACION INTERAMERICANA TECNICA-FIT-;Principal;2;PRIVADA;1;Institución Técnica Profesional;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;10;0;6;5;21
4714;4714;FUNDACION INTERAMERICANA TECNICA-FIT-;Principal;2;PRIVADA;1;Institución Técnica Profesional;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;10;0;6;5;21
4719;4719;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;Principal;2;PRIVADA;1;Institución Técnica Profesional;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;4;0;26;5;35
4719;4719;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;Principal;2;PRIVADA;1;Institución Técnica Profesional;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;4;0;26;5;35
4721;4721;FUNDACION UNIVERSITARIA HORIZONTE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;10;3;21;9;43
4721;4721;FUNDACION UNIVERSITARIA HORIZONTE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;6;3;21;9;39
4727;4727;POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;68;56;91;14;229
4727;4727;POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;60;36;52;10;158
4801;4801;CORPORACION ACADEMIA SUPERIOR DE ARTES;Principal;2;PRIVADA;2;Institución Tecnológica;05;Antioquia;05001;Medellín;2020;1;6;4;10;9;29
4801;4801;CORPORACION ACADEMIA SUPERIOR DE ARTES;Principal;2;PRIVADA;2;Institución Tecnológica;05;Antioquia;05001;Medellín;2020;2;6;4;10;9;29
4803;4803;CORPORACION POLITECNICO COLOMBO ANDINO;Principal;2;PRIVADA;1;Institución Técnica Profesional;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;1;2;6;6;15
4803;4803;CORPORACION POLITECNICO COLOMBO ANDINO;Principal;2;PRIVADA;1;Institución Técnica Profesional;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;1;2;6;6;15
4810;4810;CORPORACION UNIVERSITARIA CENDA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;17;16;21;14;68
4810;4810;CORPORACION UNIVERSITARIA CENDA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;2;13;12;12;39
4811;4811;CORPORACION DE ESTUDIOS SUPERIORES SALAMANDRA;Principal;2;PRIVADA;1;Institución Técnica Profesional;76;Valle del Cauca;76001;Cali;2020;1;5;3;11;2;21
4811;4811;CORPORACION DE ESTUDIOS SUPERIORES SALAMANDRA;Principal;2;PRIVADA;1;Institución Técnica Profesional;76;Valle del Cauca;76001;Cali;2020;2;5;3;11;2;21
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;Principal;2;PRIVADA;1;Institución Técnica Profesional;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;411;198;142;33;784
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;Principal;2;PRIVADA;1;Institución Técnica Profesional;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;411;198;142;33;784
4817;4817;CORPORACION EDUCATIVA DEL LITORAL;Principal;2;PRIVADA;1;Institución Técnica Profesional;08;Atlántico;08001;Barranquilla;2020;1;0;5;5;5;15
4817;4817;CORPORACION EDUCATIVA DEL LITORAL;Principal;2;PRIVADA;1;Institución Técnica Profesional;08;Atlántico;08001;Barranquilla;2020;2;0;5;4;5;14
4822;4822;CORPORACION ESCUELA DE ARTES Y LETRAS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;22;36;13;23;94
4822;4822;CORPORACION ESCUELA DE ARTES Y LETRAS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;20;24;12;18;74
4835;4835;CORPORACION UNIVERSITARIA TALLER CINCO CENTRO DE DISE¿O;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;8;13;35;4;60
4835;4835;CORPORACION UNIVERSITARIA TALLER CINCO CENTRO DE DISE¿O;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;4;10;35;4;53
4837;4837;CORPORACION UNIVERSITARIA DE CIENCIAS EMPRESARIALES, EDUCACION Y SALUD -CORSALUD-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;08;Atlántico;08001;Barranquilla;2020;1;15;7;19;3;44
4837;4837;CORPORACION UNIVERSITARIA DE CIENCIAS EMPRESARIALES, EDUCACION Y SALUD -CORSALUD-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;08;Atlántico;08001;Barranquilla;2020;2;15;7;19;3;44
5802;5802;UNIVERSIDAD ECCI;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;369;55;46;47;517
5802;5802;UNIVERSIDAD ECCI;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;369;55;46;47;517
9102;9102;ESCUELA DE SUBOFICIALES DE LA FUERZA AEREA COLOMBIANA ANDRES M. DIAZ;Principal;1;OFICIAL;2;Institución Tecnológica;25;Cundinamarca;25430;Madrid;2020;1;92;44;58;16;210
9102;9102;ESCUELA DE SUBOFICIALES DE LA FUERZA AEREA COLOMBIANA ANDRES M. DIAZ;Principal;1;OFICIAL;2;Institución Tecnológica;25;Cundinamarca;25430;Madrid;2020;2;92;44;58;16;210
9103;9103;ESCUELA MILITAR DE AVIACION MARCO FIDEL SUAREZ;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2020;1;19;4;41;8;72
9103;9103;ESCUELA MILITAR DE AVIACION MARCO FIDEL SUAREZ;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2020;2;19;4;41;8;72
9104;9104;ESCUELA MILITAR DE CADETES GENERAL JOSE MARIA CORDOVA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;52;18;48;13;131
9104;9104;ESCUELA MILITAR DE CADETES GENERAL JOSE MARIA CORDOVA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;52;18;48;13;131
9105;9105;ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA;Principal;1;OFICIAL;4;Universidad;13;Bolívar;13001;Cartagena de Indias;2020;1;227;117;108;18;470
9105;9105;ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA;Principal;1;OFICIAL;4;Universidad;13;Bolívar;13001;Cartagena de Indias;2020;2;227;116;108;18;469
9107;9107;ESCUELA DE INGENIEROS MILITARES;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;10;6;40;21;77
9107;9107;ESCUELA DE INGENIEROS MILITARES;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;10;6;40;21;77
9116;9116;FUNDACION UNIVERSITARIA CLARETIANA - UNICLARETIANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;27;Chocó;27001;Quibdó;2020;1;9;41;37;14;101
9116;9116;FUNDACION UNIVERSITARIA CLARETIANA - UNICLARETIANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;27;Chocó;27001;Quibdó;2020;2;9;41;37;14;101
9117;9117;ESCUELA INTERNACIONAL DE ESTUDIOS SUPERIORES - INTER;Principal;2;PRIVADA;1;Institución Técnica Profesional;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;2;2;6;3;13
9117;9117;ESCUELA INTERNACIONAL DE ESTUDIOS SUPERIORES - INTER;Principal;2;PRIVADA;1;Institución Técnica Profesional;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;1;1;5;2;9
9119;9119;CORPORACION UNIVERSITARIA AMERICANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;08;Atlántico;08001;Barranquilla;2020;1;69;26;153;68;316
9119;9119;CORPORACION UNIVERSITARIA AMERICANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;08;Atlántico;08001;Barranquilla;2020;2;65;8;103;57;233
9120;9120;FUNDACION UNIVERSITARIA BELLAS ARTES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;10;2;5;22;39
9120;9120;FUNDACION UNIVERSITARIA BELLAS ARTES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;10;2;5;22;39
9121;9121;FUNDACION UNIVERSITARIA COLOMBO INTERNACIONAL - UNICOLOMBO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;13;Bolívar;13001;Cartagena de Indias;2020;1;9;0;15;3;27
9121;9121;FUNDACION UNIVERSITARIA COLOMBO INTERNACIONAL - UNICOLOMBO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;13;Bolívar;13001;Cartagena de Indias;2020;2;9;0;15;3;27
9122;1735;UNIVERSIDAD MANUELA BELTRAN-UMB-;Seccional;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2020;1;33;0;43;5;81
9122;1735;UNIVERSIDAD MANUELA BELTRAN-UMB-;Seccional;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2020;2;33;0;41;5;79
9124;9124;TECNOLOGICO COREDI;Principal;2;PRIVADA;2;Institución Tecnológica;05;Antioquia;05440;Marinilla;2020;1;4;2;12;13;31
9124;9124;TECNOLOGICO COREDI;Principal;2;PRIVADA;2;Institución Tecnológica;05;Antioquia;05440;Marinilla;2020;2;4;2;13;14;33
9125;1201;UNIVERSIDAD DE ANTIOQUIA;Seccional;1;OFICIAL;4;Universidad;05;Antioquia;05042;Santa Fé de Antioquia;2020;1;1;0;1;0;2
9125;1201;UNIVERSIDAD DE ANTIOQUIA;Seccional;1;OFICIAL;4;Universidad;05;Antioquia;05042;Santa Fé de Antioquia;2020;2;1;0;1;0;2
9126;9126;CORPORACION TECNOLOGICA INDOAMERICA;Principal;2;PRIVADA;2;Institución Tecnológica;08;Atlántico;08001;Barranquilla;2020;1;0;1;4;3;8
9126;9126;CORPORACION TECNOLOGICA INDOAMERICA;Principal;2;PRIVADA;2;Institución Tecnológica;08;Atlántico;08001;Barranquilla;2020;2;0;1;4;3;8
9128;9128;LCI - FUNDACION TECNOLOGICA;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;12;14;22;8;56
9128;9128;LCI - FUNDACION TECNOLOGICA;Principal;2;PRIVADA;2;Institución Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;12;14;22;8;56
9129;9129;FUNDACION UNIVERSITARIA CAFAM -UNICAFAM;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;10;42;25;10;87
9129;9129;FUNDACION UNIVERSITARIA CAFAM -UNICAFAM;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;10;41;30;10;91
9131;9131;FUNDACI¿N UNIVERSITARIA CERVANTES SAN AGUST¿N - UNICERVANTES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;14;6;13;10;43
9131;9131;FUNDACI¿N UNIVERSITARIA CERVANTES SAN AGUST¿N - UNICERVANTES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;17;6;13;10;46
9900;9900;CORPORACION UNIVERSITARIA U DE COLOMBIA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;1;7;8;10;2;27
9900;9900;CORPORACION UNIVERSITARIA U DE COLOMBIA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;05;Antioquia;05001;Medellín;2020;2;7;7;10;2;26
9904;9904;FUNDACION UNIVERSITARIA COLOMBO GERMANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;11;16;28;13;68
9904;9904;FUNDACION UNIVERSITARIA COLOMBO GERMANA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;11;16;28;13;68
9905;9905;FUNDACION ESCUELA TECNOLOGICA DE NEIVA - JESUS OVIEDO PEREZ -FET;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;41;Huila;41615;Rivera;2020;1;12;5;13;6;36
9905;9905;FUNDACION ESCUELA TECNOLOGICA DE NEIVA - JESUS OVIEDO PEREZ -FET;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;41;Huila;41615;Rivera;2020;2;6;2;14;5;27
9906;9906;CORPORACION UNIVERSITARIA PARA EL DESARROLLO EMPRESARIAL Y SOCIAL- CUDES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2020;1;13;14;4;9;40
9906;9906;CORPORACION UNIVERSITARIA PARA EL DESARROLLO EMPRESARIAL Y SOCIAL- CUDES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2020;2;14;15;5;8;42
9907;9907;FUNDACION UNIVERSITARIA NAVARRA - UNINAVARRA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;41;Huila;41001;Neiva;2020;1;6;28;56;28;118
9907;9907;FUNDACION UNIVERSITARIA NAVARRA - UNINAVARRA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;41;Huila;41001;Neiva;2020;2;20;8;80;32;140
9913;9913;CORPORACION UNIVERSITARIA DE ASTURIAS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;43;59;41;5;148
9914;9914;ESEIT ¿ ESCUELA SUPERIOR DE EMPRESA, INGENIER¿A Y TECNOLOG¿A;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;0;2;5;7;14
9914;9914;ESEIT ¿ ESCUELA SUPERIOR DE EMPRESA, INGENIER¿A Y TECNOLOG¿A;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;0;2;5;7;14
9915;9915;UNIVERSITARIA VIRTUAL INTERNACIONAL;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;1;12;8;45;5;70
9915;9915;UNIVERSITARIA VIRTUAL INTERNACIONAL;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2020;2;12;8;57;6;83
9919;9919;TECNOLOGICO DE ENERGIA E INNOVACION-  E-LERNOVA;Principal;2;PRIVADA;2;Institución Tecnológica;25;Cundinamarca;25175;Chía;2020;1;1;1;1;1;4
9919;9919;TECNOLOGICO DE ENERGIA E INNOVACION-  E-LERNOVA;Principal;2;PRIVADA;2;Institución Tecnológica;25;Cundinamarca;25175;Chía;2020;2;1;1;1;1;4
9920;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;Seccional;1;OFICIAL;4;Universidad;52;Nariño;52835;San Andrés de Tumaco;2020;1;0;0;2;2;4
9920;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;Seccional;1;OFICIAL;4;Universidad;52;Nariño;52835;San Andrés de Tumaco;2020;2;0;0;2;2;4
9921;9921;FUNDACION UNIVERSITARIA CATOLICA DEL SUR - UNICATOLICA DEL SUR;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;52;Nariño;52001;Pasto;2020;1;2;0;5;4;11
9921;9921;FUNDACION UNIVERSITARIA CATOLICA DEL SUR - UNICATOLICA DEL SUR;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;52;Nariño;52001;Pasto;2020;2;2;0;5;6;13
9922;9922;FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;66;Risaralda;66001;Pereira;2020;1;9;0;3;9;21
9922;9922;FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;66;Risaralda;66001;Pereira;2020;2;9;0;3;9;21
