"codigo.de..la.institucion","ies.padre","institucion.de.educacion.superior..ies.","principal..o.seccional","id.sector.ies","sector.ies","id.caracter.ies","caracter.ies","codigo.del..departamento..ies.","departamento.de..domicilio.de.la.ies","codigo.del..municipio..ies.","municipio.de.domicilio.de.la.ies","ano","semestre","auxiliar","servicios.tecnicos","profesional","directivo","total"
2106,2106,"direccion nacional de escuelas","principal",1,"oficial",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,2,9,37,36,16,98
2106,2106,"direccion nacional de escuelas","principal",1,"oficial",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,2,29,162,136,69,396
2815,2815,"corporacion universitaria adventista - unac","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",5,"antioquia",5001,"medellin",2019,1,142,23,218,5,388
2901,2901,"escuela de inteligencia y contrainteligencia brigadier general ricardo charry solano","principal",1,"oficial",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,21,31,23,4,79
9129,9129,"fundacion universitaria cafam -unicafam","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,0,3,2,0,5
2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",8,"atlantico",8001,"barranquilla",2019,1,0,0,1,0,1
2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",8,"atlantico",8001,"barranquilla",2019,1,1,0,0,0,1
1807,1806,"universidad libre","seccional",2,"privada",4,"universidad",76,"valle del cauca",76001,"cali",2019,1,3,1,1,0,5
1807,1806,"universidad libre","seccional",2,"privada",4,"universidad",76,"valle del cauca",76001,"cali",2019,1,6,4,1,0,11
1807,1806,"universidad libre","seccional",2,"privada",4,"universidad",76,"valle del cauca",76001,"cali",2019,1,2,1,1,1,5
1807,1806,"universidad libre","seccional",2,"privada",4,"universidad",76,"valle del cauca",76001,"cali",2019,1,2,1,2,1,6
1807,1806,"universidad libre","seccional",2,"privada",4,"universidad",76,"valle del cauca",76001,"cali",2019,1,9,1,10,4,24
3807,3807,"escuela de tecnologias de antioquia -eta-","principal",2,"privada",2,"institucion tecnologica",5,"antioquia",5001,"medellin",2019,1,0,2,26,1,29
1806,1806,"universidad libre","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,0,7,3,1,11
1806,1806,"universidad libre","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,5,4,2,12
1806,1806,"universidad libre","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,0,2,1,0,3
1806,1806,"universidad libre","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,3,0,1,0,4
1806,1806,"universidad libre","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,0,2,1,1,4
1806,1806,"universidad libre","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,0,7,2,1,10
9103,9103,"escuela militar de aviacion marco fidel suarez","principal",1,"oficial",3,"institucion universitaria/escuela tecnologica",76,"valle del cauca",76001,"cali",2019,1,19,4,41,8,72
1709,1709,"universidad central","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,267,97,212,28,604
2822,2822,"escuela superior de oftalmologia, instituto barraquer de america","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,5,5,11
9915,9915,"universitaria virtual internacional","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,0,3,19,4,26
2724,2724,"fundacion universitaria de san gil - unisangil -","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",68,"santander",68679,"san gil",2019,1,13,4,2,1,20
2724,2724,"fundacion universitaria de san gil - unisangil -","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",68,"santander",68679,"san gil",2019,1,18,26,17,3,64
2724,2724,"fundacion universitaria de san gil - unisangil -","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",68,"santander",68679,"san gil",2019,1,57,3,28,28,116
1830,1830,"universidad autonoma de occidente","principal",2,"privada",4,"universidad",76,"valle del cauca",76001,"cali",2019,1,45,173,86,4,308
3718,3718,"fundacion de estudios superiores comfanorte -f.e.s.c.-","principal",2,"privada",2,"institucion tecnologica",54,"norte de santander",54001,"san jose de cucuta",2019,1,11,22,30,7,70
1813,1813,"universidad de los andes","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,8,8,21,1,38
9904,9904,"fundacion universitaria colombo germana","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,11,16,28,13,68
1828,1828,"universidad icesi","principal",2,"privada",4,"universidad",76,"valle del cauca",76001,"cali",2019,1,190,98,225,192,705
1816,1818,"universidad cooperativa de colombia","seccional",2,"privada",4,"universidad",5,"antioquia",5001,"medellin",2019,1,127,142,263,58,590
1126,1101,"universidad nacional de colombia","seccional",1,"oficial",4,"universidad",88,"archipielago de san andres, providencia y santa catalina",88001,"san andres",2019,1,0,1,3,4,8
1815,1815,"corporacion universidad piloto de colombia","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,0,0,1,0,1
1815,1815,"corporacion universidad piloto de colombia","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,1,0,2
1815,1815,"corporacion universidad piloto de colombia","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,1,1,3
1815,1815,"corporacion universidad piloto de colombia","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,33,7,6,1,47
2709,2709,"fundacion universitaria san martin","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,4,1,1,1,7
2709,2709,"fundacion universitaria san martin","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,5,3,3,1,12
4837,4837,"corporacion universitaria de ciencias empresariales, educacion y salud -corsalud-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",8,"atlantico",8001,"barranquilla",2019,1,14,8,18,4,44
1201,1201,"universidad de antioquia","principal",1,"oficial",4,"universidad",5,"antioquia",5001,"medellin",2019,1,3,0,6,1,10
1201,1201,"universidad de antioquia","principal",1,"oficial",4,"universidad",5,"antioquia",5001,"medellin",2019,1,12,0,16,4,32
1201,1201,"universidad de antioquia","principal",1,"oficial",4,"universidad",5,"antioquia",5001,"medellin",2019,1,6,1,3,4,14
1201,1201,"universidad de antioquia","principal",1,"oficial",4,"universidad",5,"antioquia",5001,"medellin",2019,1,33,19,20,13,85
1201,1201,"universidad de antioquia","principal",1,"oficial",4,"universidad",5,"antioquia",5001,"medellin",2019,1,18,4,16,3,41
1201,1201,"universidad de antioquia","principal",1,"oficial",4,"universidad",5,"antioquia",5001,"medellin",2019,1,1,0,6,1,8
2847,2847,"corporacion universidad de investigacion y desarrollo - udi","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,81,25,72,34,212
2904,2904,"escuela superior de guerra general rafael reyes prieto","principal",1,"oficial",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,23,58,59,4,144
4801,4801,"corporacion academia superior de artes","principal",2,"privada",2,"institucion tecnologica",5,"antioquia",5001,"medellin",2019,1,1,0,1,1,3
2720,2720,"fundacion universitaria juan de castellanos","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",15,"boyaca",15001,"tunja",2019,1,71,35,43,3,152
1707,1707,"fundacion universidad de bogota - jorge tadeo lozano","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,6,230,250,51,537
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,0,0,1
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,0,0,1
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,1,0,2
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,2,1,4
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,1,0,2
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,1,0,2
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,0,0,1
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,0,2,3
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,1,2,4
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,0,0,1
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,1,2,4
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,1,0,2
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,0,0,1
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,3,0,4
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,0,0,1
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,1,2,3,7
9907,9907,"fundacion universitaria navarra - uninavarra","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",41,"huila",41001,"neiva",2019,1,36,20,75,26,157
9128,9128,"lci - fundacion tecnologica","principal",2,"privada",2,"institucion tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,8,3,4,1,16
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,5,0,4,1,10
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,1,0,1,1,3
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,1,0,1,1,3
1218,1218,"universidad de la guajira","principal",1,"oficial",4,"universidad",44,"la guajira",44001,"riohacha",2019,1,71,94,39,59,263
2301,2301,"unidad central del valle del cauca","principal",1,"oficial",3,"institucion universitaria/escuela tecnologica",76,"valle del cauca",76834,"tulua",2019,1,0,2,2,1,5
2301,2301,"unidad central del valle del cauca","principal",1,"oficial",3,"institucion universitaria/escuela tecnologica",76,"valle del cauca",76834,"tulua",2019,1,0,0,1,0,1
2301,2301,"unidad central del valle del cauca","principal",1,"oficial",3,"institucion universitaria/escuela tecnologica",76,"valle del cauca",76834,"tulua",2019,1,2,1,2,1,6
2301,2301,"unidad central del valle del cauca","principal",1,"oficial",3,"institucion universitaria/escuela tecnologica",76,"valle del cauca",76834,"tulua",2019,1,0,0,1,1,2
1810,1806,"universidad libre","seccional",2,"privada",4,"universidad",54,"norte de santander",54001,"san jose de cucuta",2019,1,28,12,26,3,69
2840,2840,"corporacion universitaria empresarial alexander von humboldt - cue","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",63,"quindio",63001,"armenia",2019,1,48,20,22,21,111
3713,3713,"fundacion universitaria para el desarrollo humano - uninpahu","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,20,52,22,9,103
3114,3114,"escuela naval de suboficiales arc barranquilla","principal",1,"oficial",2,"institucion tecnologica",8,"atlantico",8001,"barranquilla",2019,1,73,146,45,4,268
1801,1801,"universidad la gran colombia","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,252,47,99,42,440
1812,1812,"universidad de medellin","principal",2,"privada",4,"universidad",5,"antioquia",5001,"medellin",2019,1,170,26,88,39,323
9104,9104,"escuela militar de cadetes general jose maria cordova","principal",1,"oficial",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,40,8,50,4,102
2747,2747,"fundacion universitaria autonoma de las americas","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",5,"antioquia",5001,"medellin",2019,1,52,143,64,31,290
2743,2743,"fundacion universitaria internacional del tropico americano","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",85,"casanare",85001,"yopal",2019,1,1,0,2,0,3
2743,2743,"fundacion universitaria internacional del tropico americano","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",85,"casanare",85001,"yopal",2019,1,0,0,1,0,1
2743,2743,"fundacion universitaria internacional del tropico americano","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",85,"casanare",85001,"yopal",2019,1,5,1,1,0,7
2743,2743,"fundacion universitaria internacional del tropico americano","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",85,"casanare",85001,"yopal",2019,1,0,0,1,0,1
1715,1715,"fundacion universidad de america","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,0,1,3,4,8
1713,1713,"universidad del norte","principal",2,"privada",4,"universidad",8,"atlantico",8001,"barranquilla",2019,1,400,176,458,39,1073
1815,1815,"corporacion universidad piloto de colombia","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,0,1,2
1815,1815,"corporacion universidad piloto de colombia","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,1,1,3
1815,1815,"corporacion universidad piloto de colombia","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,2,0,1,4
1815,1815,"corporacion universidad piloto de colombia","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,9,0,2,1,12
1724,1718,"universidad de san buenaventura","seccional",2,"privada",4,"universidad",13,"bolivar",13001,"cartagena de indias",2019,1,80,33,22,26,161
2709,2709,"fundacion universitaria san martin","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,26,10,10,2,48
2709,2709,"fundacion universitaria san martin","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,12,9,9,1,31
2709,2709,"fundacion universitaria san martin","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,4,2,0,1,7
2709,2709,"fundacion universitaria san martin","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,4,5,7,1,17
1201,1201,"universidad de antioquia","principal",1,"oficial",4,"universidad",5,"antioquia",5001,"medellin",2019,1,7,1,6,3,17
1201,1201,"universidad de antioquia","principal",1,"oficial",4,"universidad",5,"antioquia",5001,"medellin",2019,1,10,3,10,8,31
1201,1201,"universidad de antioquia","principal",1,"oficial",4,"universidad",5,"antioquia",5001,"medellin",2019,1,56,1,10,5,72
1201,1201,"universidad de antioquia","principal",1,"oficial",4,"universidad",5,"antioquia",5001,"medellin",2019,1,22,4,52,6,84
1201,1201,"universidad de antioquia","principal",1,"oficial",4,"universidad",5,"antioquia",5001,"medellin",2019,1,18,2,45,3,68
1201,1201,"universidad de antioquia","principal",1,"oficial",4,"universidad",5,"antioquia",5001,"medellin",2019,1,40,5,11,3,59
9914,9914,"elite- escuela latinoamericana de ingenieros, tecnologos y empresarios","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,0,2,5,7,14
2114,2114,"escuela nacional del deporte","principal",1,"oficial",3,"institucion universitaria/escuela tecnologica",76,"valle del cauca",76001,"cali",2019,1,11,13,37,13,74
1210,1209,"universidad francisco de paula santander","seccional",1,"oficial",4,"universidad",54,"norte de santander",54498,"ocana",2019,1,188,24,182,10,404
4801,4801,"corporacion academia superior de artes","principal",2,"privada",2,"institucion tecnologica",5,"antioquia",5001,"medellin",2019,1,2,2,2,1,7
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,1,0,1,1,3
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,1,0,1,1,3
2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",8,"atlantico",8001,"barranquilla",2019,2,0,0,3,0,3
2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",8,"atlantico",8001,"barranquilla",2019,2,1,0,3,0,4
2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",8,"atlantico",8001,"barranquilla",2019,2,0,0,10,4,14
3812,3812,"institucion universitaria marco fidel suarez - iumafis","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",5,"antioquia",5088,"bello",2019,2,18,8,13,4,43
1807,1806,"universidad libre","seccional",2,"privada",4,"universidad",76,"valle del cauca",76001,"cali",2019,2,4,1,3,0,8
1807,1806,"universidad libre","seccional",2,"privada",4,"universidad",76,"valle del cauca",76001,"cali",2019,2,2,1,2,1,6
9927,9927,"institucion universitaria digital de antioquia -iu. digital","principal",1,"oficial",3,"institucion universitaria/escuela tecnologica",5,"antioquia",5001,"medellin",2019,1,1,1,19,7,28
3902,3902,"escuela  militar de suboficiales sargento inocencio chinca","principal",1,"oficial",2,"institucion tecnologica",25,"cundinamarca",25488,"nilo",2019,1,8,2,35,1,46
3902,3902,"escuela  militar de suboficiales sargento inocencio chinca","principal",1,"oficial",2,"institucion tecnologica",25,"cundinamarca",25488,"nilo",2019,1,10,18,12,1,41
4817,4817,"corporacion educativa del litoral","principal",2,"privada",1,"institucion tecnica profesional",8,"atlantico",8001,"barranquilla",2019,2,4,2,2,3,11
9117,9117,"escuela internacional de estudios superiores - inter","principal",2,"privada",1,"institucion tecnica profesional",11,"bogota d.c.",11001,"bogota, d.c.",2019,2,4,4,3,2,13
1720,1720,"universidad mariana","principal",2,"privada",4,"universidad",52,"narino",52001,"pasto",2019,1,172,25,59,9,265
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,6,0,2,0,8
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,2,0,2,0,4
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,4,0,5,1,10
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,2,0,1,0,3
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,5,0,1,1,7
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,6,0,1,0,7
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,0,0,1,0,1
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,14,0,6,1,21
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,0,0,0,1,1
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,1,1,3
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,1,1,3
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,2,1,4
2724,2724,"fundacion universitaria de san gil - unisangil -","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",68,"santander",68679,"san gil",2019,2,61,3,31,28,123
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,2,1,0,1,1,3
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,2,1,0,1,1,3
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,2,1,0,10,1,12
3807,3807,"escuela de tecnologias de antioquia -eta-","principal",2,"privada",2,"institucion tecnologica",5,"antioquia",5001,"medellin",2019,2,0,2,26,1,29
1205,1205,"universidad de cartagena","principal",1,"oficial",4,"universidad",13,"bolivar",13001,"cartagena de indias",2019,2,396,192,184,130,902
2904,2904,"escuela superior de guerra general rafael reyes prieto","principal",1,"oficial",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,2,22,45,56,4,127
1806,1806,"universidad libre","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,2,4,0,1,1,6
1806,1806,"universidad libre","principal",2,"privada",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,2,0,0,0,1,1
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,0,3,4
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,0,0,1
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,3,3,1,8
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,2,7,10
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,1,1,0,3
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,1,3,5
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,0,0,1
2102,2102,"universidad nacional abierta y a distancia unad","principal",1,"oficial",4,"universidad",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,0,0,1
1726,1726,"universidad catolica de oriente -uco","principal",2,"privada",4,"universidad",5,"antioquia",5615,"rionegro",2019,1,125,73,432,34,664
2733,2733,"fundacion universitaria san alfonso- fusa-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,2,1,0,73,2,76
4803,4803,"corporacion politecnico colombo andino","principal",2,"privada",1,"institucion tecnica profesional",11,"bogota d.c.",11001,"bogota, d.c.",2019,2,2,2,6,2,12
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,1,0,1,1,3
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,1,0,1,1,3
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,1,0,1,1,3
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,1,0,1,1,3
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,1,0,1,1,3
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,1,0,1,1,3
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,1,0,1,1,3
2832,2832,"universidad de santander - udes","principal",2,"privada",4,"universidad",68,"santander",68001,"bucaramanga",2019,1,1,0,10,1,12
2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",8,"atlantico",8001,"barranquilla",2019,2,3,0,3,0,6
2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",8,"atlantico",8001,"barranquilla",2019,2,0,0,2,0,2
1807,1806,"universidad libre","seccional",2,"privada",4,"universidad",76,"valle del cauca",76001,"cali",2019,2,3,1,1,1,6
1807,1806,"universidad libre","seccional",2,"privada",4,"universidad",76,"valle del cauca",76001,"cali",2019,2,2,1,2,1,6
1807,1806,"universidad libre","seccional",2,"privada",4,"universidad",76,"valle del cauca",76001,"cali",2019,2,6,1,3,3,13
3902,3902,"escuela  militar de suboficiales sargento inocencio chinca","principal",1,"oficial",2,"institucion tecnologica",25,"cundinamarca",25488,"nilo",2019,2,10,18,12,1,41
2736,2736,"fundacion universitaria seminario biblico de colombia","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",5,"antioquia",5001,"medellin",2019,2,13,7,12,4,36
2848,2848,"corporacion universitaria  unitec","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,2,43,31,65,20,159
2822,2822,"escuela superior de oftalmologia, instituto barraquer de america","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,2,1,0,5,5,11
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,1,0,0,0,1
2723,2723,"fundacion universitaria agraria de colombia -uniagraria-","principal",2,"privada",3,"institucion universitaria/escuela tecnologica",11,"bogota d.c.",11001,"bogota, d.c.",2019,1,0,0,0,1,1
