"codigo.del..municipio..ies.","codigo.del..departamento..ies.","id.caracter.ies","ies.padre","codigo.de..la.institucion","institucion.de.educacion.superior..ies.","principal..o.seccional","id.sector.ies","sector.ies","caracter.ies","departamento.de..domicilio.de.la.ies","municipio.de.domicilio.de.la.ies","ano","semestre","auxiliar","servicios.tecnicos","profesional","directivo","total"
5148,5,4,1201,1219,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","el carmen de viboral",2015,2,5,0,2,1,8
5148,5,4,1201,1219,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","el carmen de viboral",2018,2,5,0,2,1,8
5148,5,4,1201,1219,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","el carmen de viboral",2019,1,5,0,2,1,8
5154,5,4,1201,1221,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","caucasia",2016,1,3,1,2,1,7
5154,5,4,1201,1221,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","caucasia",2020,1,3,1,2,1,7
5154,5,4,1201,1221,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","caucasia",2015,2,2,1,2,1,6
5154,5,4,1201,1221,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","caucasia",2020,2,3,1,2,1,7
5154,5,4,1201,1221,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","caucasia",2021,1,3,1,2,1,7
5154,5,4,1201,1221,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","caucasia",2018,1,3,1,2,1,7
5154,5,4,1201,1221,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","caucasia",2015,1,2,1,2,1,6
5154,5,3,1201,1221,"universidad de antioquia","seccional",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","caucasia",2014,1,1,1,2,1,5
5154,5,4,1201,1221,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","caucasia",2016,2,3,1,2,1,7
5154,5,3,1201,1221,"universidad de antioquia","seccional",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","caucasia",2014,2,2,1,2,1,6
5154,5,4,1201,1221,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","caucasia",2019,2,3,1,2,1,7
5154,5,4,1201,1221,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","caucasia",2021,2,3,1,2,1,7
5154,5,4,1201,1221,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","caucasia",2019,1,3,1,2,1,7
5154,5,4,1201,1221,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","caucasia",2018,2,3,1,2,1,7
5212,5,3,3833,3833,"corporacion tecnologico copacabana - teco -","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","copacabana",2014,2,0,0,0,0,0
5212,5,3,3833,3833,"corporacion tecnologico copacabana - teco -","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","copacabana",2014,1,0,0,0,0,0
5266,5,2,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion tecnologica","antioquia","envigado",2015,1,8,9,14,6,37
5266,5,2,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion tecnologica","antioquia","envigado",2017,1,11,5,14,15,45
5266,5,3,2302,2302,"institucion universitaria de envigado","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2016,1,22,15,32,29,98
5266,5,3,2302,2302,"institucion universitaria de envigado","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2018,1,22,15,32,29,98
5266,5,4,2813,2813,"universidad eia","principal",2,"privada","universidad","antioquia","envigado",2020,1,69,22,37,16,144
5266,5,2,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion tecnologica","antioquia","envigado",2020,1,11,3,14,13,41
5266,5,3,2302,2302,"institucion universitaria de envigado","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2015,2,22,15,32,29,98
5266,5,2,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion tecnologica","antioquia","envigado",2018,1,11,5,14,15,45
5266,5,3,2302,2302,"institucion universitaria de envigado","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2015,1,22,15,32,29,98
5266,5,3,2302,2302,"institucion universitaria de envigado","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2021,1,24,18,31,29,102
5266,5,4,2813,2813,"universidad eia","principal",2,"privada","universidad","antioquia","envigado",2019,2,69,21,38,16,144
5266,5,2,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion tecnologica","antioquia","envigado",2019,2,11,3,15,13,42
5266,5,3,2302,2302,"institucion universitaria de envigado","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2018,2,23,17,33,34,107
5266,5,2,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion tecnologica","antioquia","envigado",2015,2,8,9,14,6,37
5266,5,4,2813,2813,"universidad eia","principal",2,"privada","universidad","antioquia","envigado",2018,2,72,22,38,17,149
5266,5,4,2813,2813,"universidad eia","principal",2,"privada","universidad","antioquia","envigado",2017,1,65,22,36,18,141
5266,5,4,2813,2813,"universidad eia","principal",2,"privada","universidad","antioquia","envigado",2019,1,69,21,38,16,144
5266,5,4,2813,2813,"universidad eia","principal",2,"privada","universidad","antioquia","envigado",2020,2,69,22,36,16,143
5266,5,3,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2014,1,8,9,14,6,37
5266,5,3,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2014,2,8,9,14,6,37
5266,5,2,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion tecnologica","antioquia","envigado",2016,2,49,11,12,15,87
5266,5,3,2302,2302,"institucion universitaria de envigado","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2019,1,23,17,33,34,107
5266,5,2,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion tecnologica","antioquia","envigado",2021,2,13,3,15,13,44
5266,5,2,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion tecnologica","antioquia","envigado",2021,1,11,3,14,13,41
5266,5,3,2302,2302,"institucion universitaria de envigado","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2014,1,21,14,32,29,96
5266,5,4,2813,2813,"universidad eia","principal",2,"privada","universidad","antioquia","envigado",2021,2,69,22,36,16,143
5266,5,2,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion tecnologica","antioquia","envigado",2018,2,11,5,14,15,45
5266,5,3,2302,2302,"institucion universitaria de envigado","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2020,1,24,18,31,29,102
5266,5,2,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion tecnologica","antioquia","envigado",2020,2,11,3,14,13,41
5266,5,3,2302,2302,"institucion universitaria de envigado","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2020,2,24,18,31,29,102
5266,5,3,2302,2302,"institucion universitaria de envigado","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2019,2,23,17,33,34,107
5266,5,3,2302,2302,"institucion universitaria de envigado","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2014,2,22,15,32,29,98
5266,5,2,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion tecnologica","antioquia","envigado",2016,1,8,8,14,6,36
5266,5,4,2813,2813,"universidad eia","principal",2,"privada","universidad","antioquia","envigado",2021,1,69,22,36,16,143
5266,5,4,2813,2813,"universidad eia","principal",2,"privada","universidad","antioquia","envigado",2018,1,66,22,36,17,141
5266,5,3,2302,2302,"institucion universitaria de envigado","principal",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","envigado",2021,2,24,18,31,29,102
5266,5,2,3303,3303,"escuela superior tecnologica de artes debora arango","principal",1,"oficial","institucion tecnologica","antioquia","envigado",2019,1,11,5,14,15,45
5440,5,2,9124,9124,"tecnologico coredi","principal",2,"privada","institucion tecnologica","antioquia","marinilla",2015,1,1,1,16,7,25
5440,5,2,9124,9124,"tecnologico coredi","principal",2,"privada","institucion tecnologica","antioquia","marinilla",2021,1,0,3,9,12,24
5440,5,3,9124,9124,"tecnologico coredi","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","marinilla",2014,1,4,3,20,22,49
5440,5,2,9124,9124,"tecnologico coredi","principal",2,"privada","institucion tecnologica","antioquia","marinilla",2021,2,0,3,9,12,24
5440,5,2,9124,9124,"tecnologico coredi","principal",2,"privada","institucion tecnologica","antioquia","marinilla",2020,2,4,2,13,14,33
5440,5,2,9124,9124,"tecnologico coredi","principal",2,"privada","institucion tecnologica","antioquia","marinilla",2020,1,4,2,12,13,31
5440,5,3,9124,9124,"tecnologico coredi","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","marinilla",2014,2,0,0,0,0,0
5579,5,4,1201,1222,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","puerto berrio",2021,1,1,0,1,1,3
5579,5,4,1201,1222,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","puerto berrio",2016,2,1,0,1,1,3
5579,5,4,1201,1222,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","puerto berrio",2020,2,1,0,1,1,3
5579,5,4,1201,1222,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","puerto berrio",2018,1,1,0,1,1,3
5579,5,4,1201,1222,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","puerto berrio",2015,1,1,0,0,1,2
5579,5,4,1201,1222,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","puerto berrio",2018,2,1,0,1,1,3
5579,5,4,1201,1222,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","puerto berrio",2015,2,1,0,0,1,2
5579,5,3,1201,1222,"universidad de antioquia","seccional",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","puerto berrio",2014,1,1,0,0,1,2
5579,5,4,1201,1222,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","puerto berrio",2020,1,1,0,1,1,3
5579,5,4,1201,1222,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","puerto berrio",2019,1,1,0,1,1,3
5579,5,4,1201,1222,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","puerto berrio",2021,2,1,0,1,1,3
5579,5,4,1201,1222,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","puerto berrio",2019,2,1,0,1,1,3
5579,5,3,1201,1222,"universidad de antioquia","seccional",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","puerto berrio",2014,2,1,0,0,1,2
5579,5,4,1201,1222,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","puerto berrio",2016,1,1,0,1,1,3
5615,5,3,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","rionegro",2014,2,203,47,615,32,897
5615,5,4,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","universidad","antioquia","rionegro",2017,2,194,67,408,34,703
5615,5,4,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","universidad","antioquia","rionegro",2015,2,202,49,494,32,777
5615,5,4,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","universidad","antioquia","rionegro",2019,1,125,73,432,34,664
5615,5,4,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","universidad","antioquia","rionegro",2019,2,106,68,368,38,580
5615,5,4,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","universidad","antioquia","rionegro",2020,2,89,52,341,38,520
5615,5,4,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","universidad","antioquia","rionegro",2020,1,94,61,350,38,543
5615,5,4,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","universidad","antioquia","rionegro",2021,1,70,49,328,36,483
5615,5,3,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","rionegro",2014,1,145,48,502,37,732
5615,5,4,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","universidad","antioquia","rionegro",2018,1,134,69,344,37,584
5615,5,4,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","universidad","antioquia","rionegro",2018,2,139,71,422,34,666
5615,5,4,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","universidad","antioquia","rionegro",2016,1,244,76,503,36,859
5615,5,4,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","universidad","antioquia","rionegro",2015,1,209,53,475,34,771
5615,5,4,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","universidad","antioquia","rionegro",2016,2,282,73,638,38,1031
5615,5,4,1726,1726,"universidad catolica de oriente -uco","principal",2,"privada","universidad","antioquia","rionegro",2017,1,212,71,437,37,757
5631,5,3,2727,2727,"fundacion universitaria-ceipa-","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2018,2,87,0,125,17,229
5631,5,3,9127,9127,"corporacion universitaria de sabaneta - unisabaneta","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2018,2,7,15,21,12,55
5631,5,3,2727,2727,"fundacion universitaria-ceipa-","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2021,1,0,50,92,16,158
5631,5,3,2727,2727,"fundacion universitaria-ceipa-","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2017,2,61,0,127,17,205
5631,5,3,9127,9127,"corporacion universitaria de sabaneta - unisabaneta","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2014,2,20,11,20,10,61
5631,5,3,9127,9127,"corporacion universitaria de sabaneta - unisabaneta","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2015,2,21,12,14,10,57
5631,5,3,9127,9127,"corporacion universitaria de sabaneta - unisabaneta","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2017,2,5,0,73,9,87
5631,5,3,2727,2727,"fundacion universitaria-ceipa-","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2021,2,0,50,90,16,156
5631,5,3,9127,9127,"corporacion universitaria de sabaneta - unisabaneta","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2014,1,16,9,16,10,51
5631,5,3,2727,2727,"fundacion universitaria-ceipa-","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2014,1,22,10,97,13,142
5631,5,3,2727,2727,"fundacion universitaria-ceipa-","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2019,2,0,80,125,17,222
5631,5,3,9127,9127,"corporacion universitaria de sabaneta - unisabaneta","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2017,1,26,0,9,14,49
5631,5,3,9127,9127,"corporacion universitaria de sabaneta - unisabaneta","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2019,1,7,11,19,11,48
5631,5,3,2727,2727,"fundacion universitaria-ceipa-","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2014,2,0,0,0,0,0
5631,5,3,9127,9127,"corporacion universitaria de sabaneta - unisabaneta","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2015,1,21,12,14,10,57
5631,5,3,2727,2727,"fundacion universitaria-ceipa-","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2020,2,0,57,93,17,167
5631,5,3,2727,2727,"fundacion universitaria-ceipa-","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2018,1,87,0,125,17,229
5631,5,3,2727,2727,"fundacion universitaria-ceipa-","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2020,1,0,79,103,17,199
5631,5,3,9127,9127,"corporacion universitaria de sabaneta - unisabaneta","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2019,2,7,11,19,11,48
5631,5,3,9127,9127,"corporacion universitaria de sabaneta - unisabaneta","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2018,1,7,15,21,12,55
5631,5,3,2727,2727,"fundacion universitaria-ceipa-","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2019,1,87,0,128,19,234
5631,5,3,2727,2727,"fundacion universitaria-ceipa-","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2017,1,40,0,112,15,167
5631,5,3,2727,2727,"fundacion universitaria-ceipa-","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","sabaneta",2015,1,32,12,99,13,156
5686,5,3,2732,2732,"fundacion universitaria catolica del norte","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","santa rosa de osos",2014,2,155,22,62,24,263
5686,5,3,2732,2732,"fundacion universitaria catolica del norte","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","santa rosa de osos",2020,1,38,26,205,19,288
5686,5,3,2732,2732,"fundacion universitaria catolica del norte","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","santa rosa de osos",2017,1,60,53,55,13,181
5686,5,3,2732,2732,"fundacion universitaria catolica del norte","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","santa rosa de osos",2014,1,155,22,62,24,263
5686,5,3,2732,2732,"fundacion universitaria catolica del norte","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","santa rosa de osos",2017,2,62,60,138,10,270
5686,5,3,2732,2732,"fundacion universitaria catolica del norte","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","santa rosa de osos",2018,1,32,22,80,10,144
5686,5,3,2732,2732,"fundacion universitaria catolica del norte","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","santa rosa de osos",2019,1,47,34,208,15,304
5686,5,3,2732,2732,"fundacion universitaria catolica del norte","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","santa rosa de osos",2016,1,132,20,76,10,238
5686,5,3,2732,2732,"fundacion universitaria catolica del norte","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","santa rosa de osos",2018,2,32,22,80,10,144
5686,5,3,2732,2732,"fundacion universitaria catolica del norte","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","santa rosa de osos",2021,1,47,28,281,24,380
5686,5,3,2732,2732,"fundacion universitaria catolica del norte","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","santa rosa de osos",2020,2,43,26,262,23,354
5686,5,3,2732,2732,"fundacion universitaria catolica del norte","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","santa rosa de osos",2019,2,47,26,209,18,300
5686,5,3,2732,2732,"fundacion universitaria catolica del norte","principal",2,"privada","institucion universitaria/escuela tecnologica","antioquia","santa rosa de osos",2021,2,53,25,278,22,378
5837,5,4,1201,1223,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","turbo",2019,2,2,0,1,1,4
5837,5,3,1201,1223,"universidad de antioquia","seccional",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","turbo",2014,1,2,0,0,1,3
5837,5,3,1201,1223,"universidad de antioquia","seccional",1,"oficial","institucion universitaria/escuela tecnologica","antioquia","turbo",2014,2,2,0,0,1,3
5837,5,4,1201,1223,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","turbo",2015,2,1,0,0,1,2
5837,5,4,1201,1223,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","turbo",2016,2,1,0,0,1,2
5837,5,4,1201,1223,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","turbo",2016,1,1,0,0,1,2
5837,5,4,1201,1223,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","turbo",2021,2,2,0,1,1,4
5837,5,4,1201,1223,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","turbo",2018,1,2,0,1,1,4
5837,5,4,1201,1223,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","turbo",2019,1,2,0,1,1,4
5837,5,4,1201,1223,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","turbo",2015,1,1,0,0,1,2
5837,5,4,1201,1223,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","turbo",2020,1,2,0,1,1,4
5837,5,4,1201,1223,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","turbo",2018,2,2,0,1,1,4
5837,5,4,1201,1223,"universidad de antioquia","seccional",1,"oficial","universidad","antioquia","turbo",2020,2,2,0,1,1,4
8001,8,3,9119,9119,"corporacion universitaria americana","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2017,2,49,19,66,50,184
8001,8,3,2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2019,2,0,0,1,0,1
8001,8,3,2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2017,2,0,0,5,0,5
8001,8,3,2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2019,1,0,0,2,0,2
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2019,2,2,7,2,1,12
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2017,2,1,0,2,1,4
8001,8,2,9126,9126,"corporacion tecnologica indoamerica","principal",2,"privada","institucion tecnologica","atlantico","barranquilla",2020,1,0,1,4,3,8
8001,8,3,2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2019,2,0,3,1,0,4
8001,8,4,1804,1804,"universidad autonoma del caribe","principal",2,"privada","universidad","atlantico","barranquilla",2019,1,221,103,393,64,781
8001,8,2,3821,3821,"corporacion politecnico de la costa atlantica","principal",2,"privada","institucion tecnologica","atlantico","barranquilla",2019,1,36,17,21,24,98
8001,8,3,9119,9119,"corporacion universitaria americana","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2018,1,57,26,127,61,271
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2017,2,3,1,1,1,6
8001,8,3,2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2020,2,3,10,39,7,59
8001,8,3,2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2017,2,0,0,1,0,1
8001,8,3,2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2017,1,0,0,1,0,1
8001,8,3,2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2017,1,0,0,1,0,1
8001,8,3,2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2015,1,10,1,49,18,78
8001,8,3,4837,4837,"corporacion universitaria de ciencias empresariales, educacion y salud -corsalud-","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2020,1,15,7,19,3,44
8001,8,4,1804,1804,"universidad autonoma del caribe","principal",2,"privada","universidad","atlantico","barranquilla",2015,2,232,141,164,68,605
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2018,2,93,26,37,19,175
8001,8,3,2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2019,2,0,0,1,0,1
8001,8,2,3821,3821,"corporacion politecnico de la costa atlantica","principal",2,"privada","institucion tecnologica","atlantico","barranquilla",2019,2,36,17,21,24,98
8001,8,2,3821,3821,"corporacion politecnico de la costa atlantica","principal",2,"privada","institucion tecnologica","atlantico","barranquilla",2021,1,28,15,21,25,89
8001,8,3,2836,2836,"corporacion universitaria empresarial de salamanca","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2019,1,19,1,16,2,38
8001,8,4,2810,2810,"corporacion universidad de la costa cuc","principal",2,"privada","universidad","atlantico","barranquilla",2018,2,294,102,63,49,508
8001,8,3,2836,2836,"corporacion universitaria empresarial de salamanca","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2021,1,1,0,9,2,12
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2019,1,4,0,1,0,5
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2019,1,1,0,2,1,4
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2017,1,1,0,0,1,2
8001,8,3,3117,3117,"institucion universitaria itsa","principal",1,"oficial","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2019,2,6,4,26,6,42
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2019,2,0,0,2,0,2
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2019,1,0,0,2,0,2
8001,8,1,4817,4817,"corporacion educativa del litoral","principal",2,"privada","institucion tecnica profesional","atlantico","barranquilla",2018,2,9,8,2,9,28
8001,8,3,9119,9119,"corporacion universitaria americana","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2016,2,54,38,109,62,263
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2019,2,0,0,1,0,1
8001,8,3,2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2017,2,0,0,1,0,1
8001,8,3,3821,3821,"corporacion politecnico de la costa atlantica","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2014,2,0,0,0,0,0
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2019,2,0,0,0,1,1
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2019,1,0,0,0,1,1
8001,8,4,2810,2810,"corporacion universidad de la costa cuc","principal",2,"privada","universidad","atlantico","barranquilla",2019,1,145,83,58,56,342
8001,8,3,2842,2842,"corporacion universitaria reformada - cur -","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2019,1,0,3,1,0,4
8001,8,3,2836,2836,"corporacion universitaria empresarial de salamanca","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2017,1,21,7,16,6,50
8001,8,3,1806,1808,"universidad libre","seccional",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2014,1,78,37,25,24,164
8001,8,3,3117,3117,"institucion universitaria itsa","principal",1,"oficial","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2019,1,6,4,26,6,42
8001,8,3,2836,2836,"corporacion universitaria empresarial de salamanca","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2015,1,11,13,18,5,47
8001,8,3,2836,2836,"corporacion universitaria empresarial de salamanca","principal",2,"privada","institucion universitaria/escuela tecnologica","atlantico","barranquilla",2014,2,11,13,18,5,47
8001,8,4,1804,1804,"universidad autonoma del caribe","principal",2,"privada","universidad","atlantico","barranquilla",2016,1,229,135,155,63,582
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2017,2,2,0,1,0,3
8001,8,4,1806,1808,"universidad libre","seccional",2,"privada","universidad","atlantico","barranquilla",2017,1,6,1,1,0,8
