;;;;;;;;;;;;;;;;;;
PERSONAL ADMINISTRATIVO EN INSTITUCIONES DE EDUCACIÓN SUPERIOR - COLOMBIA 2018;;;;;;;;;;;;;;;;;;
Fecha de corte de la información: Junio de 2019;;;;;;;;;;;;;;;;;;
Fuente: Ministerio de Educación Nacional - Sistema Nacional de Información de la Educación Superior - SNIES;;;;;;;;;;;;;;;;;;
La información suministrada corresponde a lo reportado por las Instituciones de Educación Superior a través del SNIES;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
"Código de 
la Institución";IES PADRE;Institución de Educación Superior (IES);"Principal
 o 
Seccional";ID Sector IES;Sector IES;ID Caracter IES;Caracter IES;"Código del 
departamento
(IES)";"Departamento de 
domicilio de la IES";"Código del 
Municipio
(IES)";"Municipio de
domicilio de la IES";Año;Semestre;Auxiliar;Tecnico;Profesional;Directivo;Total
2820;2820;CORPORACION UNIVERSITARIA LASALLISTA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5129;CALDAS;2018;2;79;0;135;7;221
2822;2822;ESCUELA SUPERIOR DE OFTALMOLOGIA, INSTITUTO BARRAQUER DE AMERICA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;0;0;29;4;33
2822;2822;ESCUELA SUPERIOR DE OFTALMOLOGIA, INSTITUTO BARRAQUER DE AMERICA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;0;0;29;4;33
2827;2827;CORPORACION UNIVERSITARIA DEL META - UNIMETA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;50;META;50001;VILLAVICENCIO;2018;1;60;26;101;9;196
2827;2827;CORPORACION UNIVERSITARIA DEL META - UNIMETA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;50;META;50001;VILLAVICENCIO;2018;2;59;26;103;9;197
2828;2828;CORPORACION UNIVERSITARIA DEL HUILA-CORHUILA-;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;41;HUILA;41001;NEIVA;2018;1;31;45;50;15;141
2828;2828;CORPORACION UNIVERSITARIA DEL HUILA-CORHUILA-;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;41;HUILA;41001;NEIVA;2018;2;31;45;50;15;141
2829;2829;CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;644;172;1759;6;2581
2829;2829;CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;643;157;1594;181;2575
2830;2830;CORPORACION UNIVERSITARIA IBEROAMERICANA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;49;0;73;30;152
2830;2830;CORPORACION UNIVERSITARIA IBEROAMERICANA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;36;26;78;33;173
2831;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;61;0;18;38;117
2831;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;61;0;35;28;124
2832;2832;UNIVERSIDAD DE SANTANDER - UDES;PRINCIPAL;2;PRIVADA;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2018;1;18;2;19;3;42
2832;2832;UNIVERSIDAD DE SANTANDER - UDES;PRINCIPAL;2;PRIVADA;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2018;2;18;2;19;3;42
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;1;143;19;80;34;276
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;2;120;20;75;33;248
2834;2834;UNIVERSITARIA AGUSTINIANA- UNIAGUSTINIANA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;85;50;36;42;213
2836;2836;CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;8;ATLANTICO;8001;BARRANQUILLA;2018;1;20;1;12;7;40
2836;2836;CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;8;ATLANTICO;8001;BARRANQUILLA;2018;2;19;1;22;5;47
2837;2837;CORPORACION UNIVERSITARIA REPUBLICANA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;70;18;81;15;184
2837;2837;CORPORACION UNIVERSITARIA REPUBLICANA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;70;18;81;15;184
2838;2838;CORPORACION COLEGIATURA COLOMBIANA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;1;16;26;58;6;106
2838;2838;CORPORACION COLEGIATURA COLOMBIANA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;2;20;18;56;7;101
2840;2840;CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;63;QUINDIO;63001;ARMENIA;2018;1;40;17;22;21;100
2840;2840;CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;63;QUINDIO;63001;ARMENIA;2018;2;38;19;24;21;102
2841;2829;CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-;SECCIONAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5088;BELLO;2018;1;113;51;228;1;393
2841;2829;CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-;SECCIONAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5088;BELLO;2018;2;116;53;190;36;395
2842;2842;CORPORACION UNIVERSITARIA REFORMADA - CUR -;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;8;ATLANTICO;8001;BARRANQUILLA;2018;1;11;6;43;13;73
2842;2842;CORPORACION UNIVERSITARIA REFORMADA - CUR -;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;8;ATLANTICO;8001;BARRANQUILLA;2018;2;11;6;43;13;73
2847;2847;CORPORACION UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI;PRINCIPAL;2;PRIVADA;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2018;1;81;25;72;35;213
2847;2847;CORPORACION UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI;PRINCIPAL;2;PRIVADA;4;Universidad;68;SANTANDER;68001;BUCARAMANGA;2018;2;81;25;72;35;213
2848;2848;CORPORACION UNIVERSITARIA  UNITEC;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;46;33;51;34;164
2848;2848;CORPORACION UNIVERSITARIA  UNITEC;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;18;29;46;28;121
2849;2849;CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;19;CAUCA;19001;POPAYAN;2018;1;30;26;41;27;124
2849;2849;CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;19;CAUCA;19001;POPAYAN;2018;2;42;28;38;28;136
2850;2850;CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;70;SUCRE;70001;SINCELEJO;2018;1;50;21;123;16;210
2850;2850;CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;70;SUCRE;70001;SINCELEJO;2018;2;58;0;85;11;154
2901;2901;ESCUELA DE INTELIGENCIA Y CONTRAINTELIGENCIA BRIGADIER GENERAL RICARDO CHARRY SOLANO;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;21;30;19;4;74
2901;2901;ESCUELA DE INTELIGENCIA Y CONTRAINTELIGENCIA BRIGADIER GENERAL RICARDO CHARRY SOLANO;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;21;35;11;4;71
2903;2903;ESCUELA DE COMUNICACIONES;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;25;CUNDINAMARCA;25269;FACATATIVA;2018;1;3;2;47;7;59
2904;2904;ESCUELA SUPERIOR DE GUERRA GENERAL RAFAEL REYES PRIETO;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;26;57;61;4;148
2904;2904;ESCUELA SUPERIOR DE GUERRA GENERAL RAFAEL REYES PRIETO;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;24;57;62;4;147
2905;2905;CENTRO DE EDUCACION MILITAR - CEMIL;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;20;10;12;10;52
2905;2905;CENTRO DE EDUCACION MILITAR - CEMIL;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;20;10;12;10;52
2906;2906;ESCUELA DE POSTGRADOS DE LA FUERZA AEREA COLOMBIANA CAPITAN JOSE EDMUNDO SANDOVAL - EPFAC;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;6;22;42;13;83
2906;2906;ESCUELA DE POSTGRADOS DE LA FUERZA AEREA COLOMBIANA CAPITAN JOSE EDMUNDO SANDOVAL - EPFAC;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;6;22;42;13;83
3102;3102;INSTITUTO SUPERIOR DE EDUCACION RURAL-ISER-;PRINCIPAL;1;OFICIAL;2;Institución Tecnológica;54;NORTE DE SANTANDER;54518;PAMPLONA;2018;1;14;6;19;2;41
3102;3102;INSTITUTO SUPERIOR DE EDUCACION RURAL-ISER-;PRINCIPAL;1;OFICIAL;2;Institución Tecnológica;54;NORTE DE SANTANDER;54518;PAMPLONA;2018;2;14;6;19;2;41
3103;3103;COLEGIO MAYOR DE BOLIVAR;PRINCIPAL;1;OFICIAL;2;Institución Tecnológica;13;BOLIVAR;13001;CARTAGENA;2018;1;1;2;3;1;7
3103;3103;COLEGIO MAYOR DE BOLIVAR;PRINCIPAL;1;OFICIAL;2;Institución Tecnológica;13;BOLIVAR;13001;CARTAGENA;2018;2;1;2;3;1;7
3104;3104;COLEGIO MAYOR DEL CAUCA;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;19;CAUCA;19001;POPAYAN;2018;2;14;4;9;6;33
3107;3107;INSTITUCIÃ“N UNIVERSITARIA PASCUAL BRAVO;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;1;40;4;10;12;66
3107;3107;INSTITUCIÃ“N UNIVERSITARIA PASCUAL BRAVO;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;2;58;12;26;11;107
3115;3115;INSTITUTO TECNOLOGICO DEL PUTUMAYO;PRINCIPAL;1;OFICIAL;2;Institución Tecnológica;86;PUTUMAYO;86001;MOCOA;2018;1;6;5;5;3;19
3115;3115;INSTITUTO TECNOLOGICO DEL PUTUMAYO;PRINCIPAL;1;OFICIAL;2;Institución Tecnológica;86;PUTUMAYO;86001;MOCOA;2018;2;6;5;5;3;19
3117;3117;INSTITUCIÓN UNIVERSITARIA ITSA;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;8;ATLANTICO;8001;BARRANQUILLA;2018;1;6;4;26;6;42
3117;3117;INSTITUCIÓN UNIVERSITARIA ITSA;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;8;ATLANTICO;8001;BARRANQUILLA;2018;2;6;4;26;6;42
3201;3201;UNIDADES TECNOLOGICAS DE SANTANDER;PRINCIPAL;1;OFICIAL;2;Institución Tecnológica;68;SANTANDER;68001;BUCARAMANGA;2018;1;24;4;50;19;97
3201;3201;UNIDADES TECNOLOGICAS DE SANTANDER;PRINCIPAL;1;OFICIAL;2;Institución Tecnológica;68;SANTANDER;68001;BUCARAMANGA;2018;2;24;4;50;19;97
3204;3204;TECNOLOGICO DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;1;41;3;29;15;88
3204;3204;TECNOLOGICO DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;2;41;3;29;15;88
3301;3301;INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;VALLE DEL CAUCA;76001;CALI;2018;1;52;47;16;44;159
3301;3301;INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;VALLE DEL CAUCA;76001;CALI;2018;2;52;47;16;44;159
3302;3302;INSTITUTO TECNOLOGICO METROPOLITANO;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;1;54;15;76;54;199
3302;3302;INSTITUTO TECNOLOGICO METROPOLITANO;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;2;56;15;80;54;205
3303;3303;ESCUELA SUPERIOR TECNOLOGICA DE ARTES DEBORA ARANGO;PRINCIPAL;1;OFICIAL;2;Institución Tecnológica;5;ANTIOQUIA;5266;ENVIGADO;2018;1;11;5;14;15;45
3303;3303;ESCUELA SUPERIOR TECNOLOGICA DE ARTES DEBORA ARANGO;PRINCIPAL;1;OFICIAL;2;Institución Tecnológica;5;ANTIOQUIA;5266;ENVIGADO;2018;2;11;5;14;15;45
3702;3702;FUNDACION TECNOLOGICA AUTONOMA DE BOGOTA-FABA-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;4;10;0;13;27
3702;3702;FUNDACION TECNOLOGICA AUTONOMA DE BOGOTA-FABA-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;1;10;0;15;26
3703;3703;FUNDACION ESCUELA COLOMBIANA DE MERCADOTECNIA -ESCOLME-;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;1;6;26;20;12;64
3703;3703;FUNDACION ESCUELA COLOMBIANA DE MERCADOTECNIA -ESCOLME-;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;2;5;23;22;10;60
3705;3705;FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;13;BOLIVAR;13001;CARTAGENA;2018;1;110;0;86;27;223
3705;3705;FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;13;BOLIVAR;13001;CARTAGENA;2018;2;103;0;78;22;203
3706;3706;FUNDACION CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES, -F.C.E.C.E.P.;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;76;VALLE DEL CAUCA;76001;CALI;2018;1;10;42;24;2;78
3706;3706;FUNDACION CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES, -F.C.E.C.E.P.;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;76;VALLE DEL CAUCA;76001;CALI;2018;2;10;38;25;2;75
3710;3710;FUNDACION UNIVERSITARIA ANTONIO DE AREVALO - UNITECNAR;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;13;BOLIVAR;13001;CARTAGENA;2018;1;41;5;21;16;83
3710;3710;FUNDACION UNIVERSITARIA ANTONIO DE AREVALO - UNITECNAR;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;13;BOLIVAR;13001;CARTAGENA;2018;2;41;5;21;16;83
3712;3712;FUNDACION CENTRO DE INVESTIGACION DOCENCIA Y CONSULTORIA ADMINISTRATIVA-F-CIDCA-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;12;23;27;44;106
3712;3712;FUNDACION CENTRO DE INVESTIGACION DOCENCIA Y CONSULTORIA ADMINISTRATIVA-F-CIDCA-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;12;23;27;44;106
3713;3713;FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;21;36;36;8;101
3713;3713;FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;22;49;39;9;119
3715;3715;FUNDACION TECNOLOGICA AUTONOMA DEL PACIFICO;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;76;VALLE DEL CAUCA;76001;CALI;2018;1;12;19;15;12;58
3715;3715;FUNDACION TECNOLOGICA AUTONOMA DEL PACIFICO;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;76;VALLE DEL CAUCA;76001;CALI;2018;2;16;17;11;11;55
3718;3718;FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;54;NORTE DE SANTANDER;54001;CUCUTA;2018;1;12;26;26;7;71
3718;3718;FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;54;NORTE DE SANTANDER;54001;CUCUTA;2018;2;12;26;26;7;71
3720;3720;FUNDACION UNIVERSITARIA ESUMER;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;1;15;171;47;15;248
3720;3720;FUNDACION UNIVERSITARIA ESUMER;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;2;15;164;47;15;241
3725;3725;FUNDACION TECNOLOGICA ALBERTO MERANI;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;1;2;15;5;23
3725;3725;FUNDACION TECNOLOGICA ALBERTO MERANI;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;1;1;47;7;56
3801;3801;CORPORACION DE ESTUDIOS TECNOLOGICOS DEL NORTE DEL VALLE;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;76;VALLE DEL CAUCA;76147;CARTAGO;2018;1;8;7;10;7;32
3801;3801;CORPORACION DE ESTUDIOS TECNOLOGICOS DEL NORTE DEL VALLE;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;76;VALLE DEL CAUCA;76147;CARTAGO;2018;2;10;7;9;7;33
3803;3803;CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;76;VALLE DEL CAUCA;76001;CALI;2018;1;10;9;9;12;40
3803;3803;CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;76;VALLE DEL CAUCA;76001;CALI;2018;2;10;9;9;12;40
3807;3807;ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;1;1;5;27;7;40
3807;3807;ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;2018;2;0;4;26;6;36
3809;3809;INSTITUTO SUPERIOR DE CIENCIAS SOCIALES Y ECONOMICO FAMILIARES-ICSEF-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;2;2;9;3;16
3809;3809;INSTITUTO SUPERIOR DE CIENCIAS SOCIALES Y ECONOMICO FAMILIARES-ICSEF-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;2;2;9;3;16
3810;3810;CORPORACION EDUCATIVA -ITAE-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;68;SANTANDER;68001;BUCARAMANGA;2018;1;15;0;11;2;28
3810;3810;CORPORACION EDUCATIVA -ITAE-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;68;SANTANDER;68001;BUCARAMANGA;2018;2;15;0;11;2;28
3812;3812;INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5088;BELLO;2018;1;31;6;8;4;49
3812;3812;INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5088;BELLO;2018;2;31;6;8;4;49
3817;3817;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÃ‘O -AUNAR-;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;52;NARIÃ‘O;52001;PASTO;2018;1;13;21;46;17;97
3817;3817;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÃ‘O -AUNAR-;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;52;NARIÃ‘O;52001;PASTO;2018;2;13;21;46;21;101
3822;3822;POLITECNICO ICAFT;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;3;0;3;11;17
3822;3822;POLITECNICO ICAFT;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;3;0;5;11;19
3826;3826;CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;11;16;18;7;52
3826;3826;CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-;PRINCIPAL;2;PRIVADA;2;Institución Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;11;16;18;7;52
3831;3831;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;19;CAUCA;19001;POPAYAN;2018;1;87;64;69;46;266
3831;3831;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;19;CAUCA;19001;POPAYAN;2018;2;86;62;66;43;257
4101;4101;INSTITUTO DE EDUCACION TECNICA PROFESIONAL DE ROLDANILLO;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;76;VALLE DEL CAUCA;76622;ROLDANILLO;2018;1;48;23;17;2;90
4101;4101;INSTITUTO DE EDUCACION TECNICA PROFESIONAL DE ROLDANILLO;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;76;VALLE DEL CAUCA;76622;ROLDANILLO;2018;2;56;32;22;2;112
4107;4107;INSTITUTO TECNICO AGRICOLA ITA;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA ;2018;1;5;5;8;7;25
4107;4107;INSTITUTO TECNICO AGRICOLA ITA;PRINCIPAL;1;OFICIAL;1;Institución Técnica Profesional;76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA ;2018;2;5;5;8;7;25
4108;4108;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;1;24;28;35;11;98
4108;4108;ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL;PRINCIPAL;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;BOGOTA D.C;11001;BOGOTA D.C.;2018;2;24;28;35;11;98
4701;4701;FUNDACION ACADEMIA DE DIBUJO PROFESIONAL;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;76;VALLE DEL CAUCA;76001;CALI;2018;1;24;16;14;10;64
