MINISTERIO DE EDUCACION NACIONAL;;;;;;;;;;;;;;;;;;
PERSONAL ADMINISTRATIVO EN INSTITUCIONES DE EDUCACIÓN SUPERIOR - COLOMBIA 2016;;;;;;;;;;;;;;;;;;
Fecha de corte de la información: 15 de mayo de 2017;;;;;;;;;;;;;;;;;;
Fuente: Ministerio de Educación Nacional - Sistema Nacional de Información de la Educación Superior - SNIES;;;;;;;;;;;;;;;;;;
La información suministrada corresponde a lo reportado por las instituciones a través del SNIES;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
"Código de 
la Institución";IES PADRE;Institución de Educación Superior (IES);"Principal
 o
Seccional";ID Sector IES;Sector IES;ID Caracter IES;Caracter IES;"Código del 
departamento
(IES)";"Departamento de 
domicilio de la IES";"Código del 
Municipio
(IES)";"Municipio de
domicilio de la IES";Año;Semestre;Auxiliar;Servicios;Profesional;Directivo;Total
2711;2711;UNIVERSIDAD CATOLICA DE PEREIRA;PRINCIPAL;2;Privada;4;Universidad;66;Risaralda;66001;Pereira;2016;1;46;20;42;7;115
2712;2712;FUNDACION UNIVERSITARIA KONRAD LORENZ;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;40;13;32;52;137
2713;2713;FUNDACION UNIVERSITARIA LOS LIBERTADORES;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;125;14;109;68;316
2719;2719;UNIVERSIDAD CATÓLICA LUIS AMIGÓ-FUNLAM;PRINCIPAL;2;Privada;4;Universidad;5;Antioquia;5001;Medellín;2016;1;95;53;64;49;261
2720;2720;FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;15;Boyacá;15001;Tunja;2016;1;57;36;41;3;137
2723;2723;FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;119;0;83;52;254
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68679;San Gil;2016;1;120;11;36;37;204
2725;2725;POLITECNICO GRANCOLOMBIANO;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;99;167;338;78;682
2728;2728;FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;166;3;168;102;439
2730;2730;FUNDACION ESCUELA COLOMBIANA DE REHABILITACION;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;20;7;20;5;52
2732;2732;FUNDACION UNIVERSITARIA CATOLICA DEL NORTE;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5686;Santa Rosa de Osos;2016;1;132;20;76;10;238
2733;2733;FUNDACIÓN UNIVERSITARIA SAN ALFONSO- FUSA-;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;0;15;74;3;92
2736;2736;FUNDACION UNIVERSITARIA SEMINARIO BIBLICO DE COLOMBIA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;1;13;9;18;10;50
2737;2728;FUNDACION UNIVERSITARIA DEL AREA ANDINA;SECCIONAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;66;Risaralda;66001;Pereira;2016;1;62;2;56;34;154
2738;2738;FUNDACION UNIVESITARIA EMPRESARIAL DE LA CAMARA DE COMERCIO DE BOGOTA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;20;12;44;6;82
2740;2740;INSTITUCION UNIVERSITARIA COLOMBO AMERICANA - UNICA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;2;0;0;7;9
2741;2741;FUNDACION DE ESTUDIOS SUPERIORES - MONSEÑOR ABRAHAM ESCUDERO MONTOYA  - FUNDES;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;73;Tolima;73268;Espinal (Chicoral) ;2016;1;2;4;7;4;17
2743;2743;FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;85;Casanare;85001;Yopal;2016;1;55;1;36;12;104
2744;2744;INSTITUCION UNIVERSITARIA CENTRO DE ESTUDIOS SUPERIORES MARIA GORETTI;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;52;Nariño;52001;Pasto;2016;1;138;26;45;26;235
2745;2745;UNIPANAMERICANA - FUNDACION UNIVERSITARIA PANAMERICANA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;57;13;81;12;163
2746;2746;FUNDACION UNIVERSITARIA SANITAS;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;24;12;238;10;284
2748;2748;FUNDACION UNIVERSITARIA SEMINARIO TEOLOGICO BAUTISTA INTERNACIONAL;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2016;1;12;5;8;3;28
2749;2749;INSTITUCION UNIVERSITARIA  SALAZAR Y HERRERA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;1;42;9;36;7;94
2805;2805;UNIVERSIDAD SIMON BOLIVAR;PRINCIPAL;2;Privada;4;Universidad;8;Atlántico;8001;Barranquilla;2016;1;215;38;207;36;496
2811;2811;ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;76;62;69;26;233
2812;2812;UNIVERSIDAD EAN;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;1;167;2;147;8;324
2813;2813;UNIVERSIDAD EIA;PRINCIPAL;2;Privada;4;Universidad;5;Antioquia;5001;Medellín;2016;1;61;22;38;19;140
2818;2818;CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;66;Risaralda;66682;Santa Rosa De Cabal;2016;1;13;28;29;22;92
2820;2820;CORPORACION UNIVERSITARIA LASALLISTA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5129;Caldas;2016;1;54;21;64;5;144
2823;2823;CORPORACION UNIVERSITARIA DEL CARIBE - CECAR;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;70;Sucre;70001;Sincelejo;2016;1;414;86;192;40;732
2825;2825;CORPORACION UNIVERSITARIA RAFAEL NUÑEZ;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;13;Bolivar;13001;Cartagena;2016;1;67;49;56;12;184
2827;2827;CORPORACION UNIVERSITARIA DEL META;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;50;Meta;50001;Villavicencio;2016;1;20;3;61;7;91
2829;2829;CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;555;143;1264;6;1968
2830;2830;CORPORACION UNIVERSITARIA IBEROAMERICANA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;44;33;56;19;152
2831;2831;CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;14;8;6;10;38
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;1;118;18;79;29;244
2836;2836;CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;8;Atlántico;8001;Barranquilla;2016;1;14;16;18;7;55
2837;2837;CORPORACION UNIVERSITARIA REPUBLICANA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;70;7;52;17;146
2840;2840;CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;63;Quindío;63001;Armenia;2016;1;39;17;19;18;93
2841;2829;CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-;SECCIONAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5088;Bello;2016;1;94;37;166;1;298
2842;2842;CORPORACION UNIVERSITARIA REFORMADA - CUR -;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;8;Atlántico;8001;Barranquilla;2016;1;19;10;61;27;117
2848;2848;CORPORACION UNIVERSITARIA  UNITEC;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;49;23;60;22;154
3702;3702;FUNDACION TECNOLOGICA AUTONOMA DE BOGOTA-FABA-;PRINCIPAL;2;Privada;2;Institución Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;5;9;17;2;33
3706;3706;FUNDACION CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES, -F.C.E.C.E.P.;PRINCIPAL;2;Privada;2;Institución Tecnológica;76;Valle del Cauca;76001;Cali;2016;1;26;49;22;6;103
3710;3710;FUNDACION TECNOLOGICA ANTONIO DE AREVALO;PRINCIPAL;2;Privada;2;Institución Tecnológica;13;Bolivar;13001;Cartagena;2016;1;28;39;30;20;117
3712;3712;FUNDACION CENTRO DE INVESTIGACION DOCENCIA Y CONSULTORIA ADMINISTRATIVA-F-CIDCA-;PRINCIPAL;2;Privada;2;Institución Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;43;17;2;38;100
3715;3715;FUNDACION TECNOLOGICA AUTONOMA DEL PACIFICO;PRINCIPAL;2;Privada;2;Institución Tecnológica;76;Valle del Cauca;76001;Cali;2016;1;21;3;21;4;49
3718;3718;FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-;PRINCIPAL;2;Privada;2;Institución Tecnológica;54;Norte de Santander;54001;Cúcuta;2016;1;31;17;16;13;77
3719;3719;INSTITUCION UNIVERSITARIA LATINA - UNILATINA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;1;18;18;3;40
3801;3801;CORPORACION DE ESTUDIOS TECNOLOGICOS DEL NORTE DEL VALLE;PRINCIPAL;2;Privada;2;Institución Tecnológica;76;Valle del Cauca;76147;Cartago;2016;1;6;7;5;11;29
3803;3803;CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2016;1;10;9;9;12;40
3810;3810;CORPORACION EDUCATIVA -ITAE-;PRINCIPAL;2;Privada;2;Institución Tecnológica;68;Santander;68001;Bucaramanga;2016;1;22;1;8;5;36
3811;3811;CORPORACION DE EDUCACION DEL NORTE DEL TOLIMA - COREDUCACION;PRINCIPAL;2;Privada;2;Institución Tecnológica;73;Tolima;73349;Honda;2016;1;13;3;63;7;86
3812;3812;INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5088;Bello;2016;1;19;8;19;4;50
3817;3817;CORPORACION UNIVERSITARIA AUTONOMA DE NARIÑO -AUNAR-;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;52;Nariño;52001;Pasto;2016;1;15;7;34;8;64
3822;3822;POLITECNICO ICAFT;PRINCIPAL;2;Privada;2;Institución Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;1;2;4;2;9
3824;3824;ESCUELA SUPERIOR DE CIENCIAS EMPRESARIALES - ECIEM;PRINCIPAL;2;Privada;2;Institución Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;10;1;4;7;22
3831;3831;CORPORACION UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;19;Cauca;19001;Popayán;2016;1;67;65;49;47;228
4701;4701;FUNDACION ACADEMIA DE DIBUJO PROFESIONAL;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;76;Valle del Cauca;76001;Cali;2016;1;30;16;12;9;67
4709;4709;INSTITUCION UNIVERSITARIA EAM;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;63;Quindío;63001;Armenia;2016;1;29;12;30;10;81
4710;4710;POLITECNICO INDOAMERICANO;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;11;Bogotá D.C;11001;Bogota;2016;1;4;2;5;4;15
4719;4719;FUNDACION DE EDUCACION SUPERIOR NUEVA AMERICA;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;11;Bogotá D.C;11001;Bogota;2016;1;3;2;10;2;17
4726;4726;FUNDACION PARA LA EDUCACION SUPERIOR SAN MATEO;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;11;Bogotá D.C;11001;Bogota;2016;1;30;10;35;19;94
4727;4727;POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;11;Bogotá D.C;11001;Bogota;2016;1;76;25;87;21;209
4801;4801;CORPORACION ACADEMIA SUPERIOR DE ARTES;PRINCIPAL;2;Privada;2;Institución Tecnológica;5;Antioquia;5001;Medellín;2016;1;11;0;0;9;20
4808;4808;CORPORACION REGIONAL DE EDUCACION SUPERIOR-CRES-DE CALI;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;76;Valle del Cauca;76001;Cali;2016;1;4;3;11;10;28
4811;4811;CORPORACION DE ESTUDIOS SUPERIORES SALAMANDRA;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;76;Valle del Cauca;76001;Cali;2016;1;4;3;11;1;19
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;11;Bogotá D.C;11001;Bogota;2016;1;287;90;259;30;666
4822;4822;CORPORACION ESCUELA DE ARTES Y LETRAS;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;43;36;25;7;111
4829;4829;CORPORACION INTERAMERICANA DE EDUCACION SUPERIOR-CORPOCIDES;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;68;Santander;68001;Bucaramanga;2016;1;11;11;12;3;37
4835;4835;CORPORACION UNIVERSITARIA TALLER CINCO;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;5;9;21;4;39
4837;4837;CORPORACION UNIVERSITARIA DE CIENCIAS EMPRESARIALES, EDUCACION Y SALUD -CORSALUD-;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;8;Atlántico;8001;Barranquilla;2016;1;22;7;20;15;64
5801;5801;CORPORACION ESCUELA TECNOLOGICA DEL ORIENTE;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68001;Bucaramanga;2016;1;2;1;21;1;25
9116;9116;FUNDACION UNIVERSITARIA CLARETIANA - UNICLARETIANA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;27;Chocó;27001;Quibdó;2016;1;39;5;20;10;74
9117;9117;FUNDACION POLITECNICA - CORPO;PRINCIPAL;2;Privada;1;Institución Técnica Profesional;11;Bogotá D.C;11001;Bogota;2016;1;4;0;3;5;12
9119;9119;CORPORACION UNIVERSITARIA AMERICANA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;8;Atlántico;8001;Barranquilla;2016;1;52;36;102;66;256
9120;9120;FUNDACION UNIVERSITARIA BELLAS ARTES;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;1;7;2;14;9;32
9121;9121;FUNDACION UNIVERSITARIA COLOMBO INTERNACIONAL - UNICOLOMBO;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;13;Bolivar;13001;Cartagena;2016;1;2;3;28;7;40
9122;1735;UNIVERSIDAD MANUELA BELTRAN-UMB-;SECCIONAL;2;Privada;4;Universidad;68;Santander;68001;Bucaramanga;2016;1;48;1;54;3;106
9126;9126;CORPORACION TECNOLOGICA INDOAMERICA;PRINCIPAL;2;Privada;2;Institución Tecnológica;8;Atlántico;8001;Barranquilla;2016;1;1;0;2;0;3
9129;9129;FUNDACION UNIVERSITARIA CAFAM -UNICAFAM;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;33;6;27;10;76
9899;9899;INSTITUCION UNIVERSITARIA DE COLOMBIA - UNIVERSITARIA DE COLOMBIA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;26;5;27;15;73
9900;9900;CORPORACION UNIVERSITARIA U DE COLOMBIA;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;1;5;3;9;3;20
9903;9903;CORPORACION DE EDUCACION TECNOLOGICA COLSUBSIDIO- AIRBUS GROUP;PRINCIPAL;2;Privada;2;Institución Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;0;17;138;11;166
9913;9913;CORPORACION UNIVERSITARIA DE ASTURIAS;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;46;17;6;7;76
9915;9915;UNIVERSITARIA VIRTUAL INTERNACIONAL;PRINCIPAL;2;Privada;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;1;4;0;6;7;17
2903;2903;ESCUELA DE COMUNICACIONES;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;25;Cundinamarca;25269;Facatativa;2016;2;2;2;44;6;54
2904;2904;ESCUELA SUPERIOR DE GUERRA GENERAL RAFAEL REYES PRIETO;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;28;61;74;4;167
3114;3114;ESCUELA NAVAL DE SUBOFICIALES ARC BARRANQUILLA;PRINCIPAL;1;Oficial;2;Institución Tecnológica;8;Atlántico;8001;Barranquilla;2016;2;73;146;45;4;268
3204;3204;TECNOLOGICO DE ANTIOQUIA;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;2;42;3;25;13;83
3301;3301;INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2016;2;34;19;13;32;98
3302;3302;INSTITUTO TECNOLOGICO METROPOLITANO;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2016;2;56;15;77;54;202
3303;3303;ESCUELA SUPERIOR TECNOLOGICA DE ARTES DEBORA ARANGO;PRINCIPAL;1;Oficial;2;Institución Tecnológica;5;Antioquia;5266;Envigado;2016;2;49;11;12;15;87
4112;4112;COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS - IES CINOC;PRINCIPAL;1;Oficial;1;Institución Técnica Profesional;17;Caldas;17541;Pensilvania;2016;2;8;2;5;3;18
9102;9102;ESCUELA DE SUBOFICIALES DE LA FUERZA AEREA COLOMBIANA ANDRES M. DIAZ;PRINCIPAL;1;Oficial;2;Institución Tecnológica;25;Cundinamarca;25430;Madrid;2016;2;92;37;79;8;216
9105;9105;ESCUELA NAVAL DE CADETES ALMIRANTE PADILLA;PRINCIPAL;1;Oficial;4;Universidad;13;Bolivar;13001;Cartagena;2016;2;203;14;145;5;367
9125;1201;UNIVERSIDAD DE ANTIOQUIA;SECCIONAL;1;Oficial;4;Universidad;5;Antioquia;5042;Santa Fe de Antioquia;2016;2;1;0;1;1;3
1105;1105;UNIVERSIDAD PEDAGOGICA NACIONAL;PRINCIPAL;1;Oficial;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;144;21;55;37;257
1106;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;PRINCIPAL;1;Oficial;4;Universidad;15;Boyacá;15001;Tunja;2016;2;185;135;119;16;455
1107;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;SECCIONAL;1;Oficial;4;Universidad;15;Boyacá;15238;Duitama;2016;2;25;17;7;1;50
1108;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;SECCIONAL;1;Oficial;4;Universidad;15;Boyacá;15759;Sogamoso;2016;2;19;15;7;0;41
1109;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC;SECCIONAL;1;Oficial;4;Universidad;15;Boyacá;15176;Chiquinquirá;2016;2;7;2;3;1;13
1110;1110;UNIVERSIDAD DEL CAUCA;PRINCIPAL;1;Oficial;4;Universidad;19;Cauca;19001;Popayán;2016;2;283;156;97;27;563
1111;1111;UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;PRINCIPAL;1;Oficial;4;Universidad;66;Risaralda;66001;Pereira;2016;2;128;61;79;13;281
1112;1112;UNIVERSIDAD DE CALDAS;PRINCIPAL;1;Oficial;4;Universidad;17;Caldas;17001;Manizales;2016;2;228;93;89;23;433
1114;1114;UNIVERSIDAD SURCOLOMBIANA;PRINCIPAL;1;Oficial;4;Universidad;41;Huila;41001;Neiva;2016;2;79;14;39;1;133
1119;1119;UNIVERSIDAD DE LOS LLANOS;PRINCIPAL;1;Oficial;4;Universidad;50;Meta;50001;Villavicencio;2016;2;74;0;21;13;108
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;Oficial;4;Universidad;5;Antioquia;5001;Medellín;2016;2;832;146;572;183;1733
1203;1203;UNIVERSIDAD DEL VALLE;PRINCIPAL;1;Oficial;4;Universidad;76;Valle del Cauca;76001;Cali;2016;2;468;502;343;6;1319
1204;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER;PRINCIPAL;1;Oficial;4;Universidad;68;Santander;68001;Bucaramanga;2016;2;506;153;446;28;1133
1205;1205;UNIVERSIDAD DE CARTAGENA;PRINCIPAL;1;Oficial;4;Universidad;13;Bolivar;13001;Cartagena;2016;2;399;171;178;133;881
1209;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER;PRINCIPAL;1;Oficial;4;Universidad;54;Norte de Santander;54001;Cúcuta;2016;2;154;51;106;14;325
1210;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER;SECCIONAL;1;Oficial;4;Universidad;54;Norte de Santander;54498;Ocaña;2016;2;78;36;269;10;393
1212;1212;UNIVERSIDAD DE PAMPLONA;PRINCIPAL;1;Oficial;4;Universidad;54;Norte de Santander;54518;Pamplona;2016;2;94;109;88;80;371
1213;1213;UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA;PRINCIPAL;1;Oficial;4;Universidad;47;Magdalena;47001;Santa Marta;2016;2;1;121;105;50;277
1214;1214;UNIVERSIDAD DE CUNDINAMARCA-UDEC;PRINCIPAL;1;Oficial;4;Universidad;25;Cundinamarca;25290;Fusagasuga;2016;2;136;97;65;4;302
1215;1214;UNIVERSIDAD DE CUNDINAMARCA-UDEC;SECCIONAL;1;Oficial;4;Universidad;25;Cundinamarca;25307;Girardot;2016;2;35;3;5;0;43
1216;1214;UNIVERSIDAD DE CUNDINAMARCA-UDEC;SECCIONAL;1;Oficial;4;Universidad;25;Cundinamarca;25843;Ubaté;2016;2;13;2;5;0;20
1217;1217;UNIVERSIDAD DE SUCRE;PRINCIPAL;1;Oficial;4;Universidad;70;Sucre;70001;Sincelejo;2016;2;146;15;34;9;204
1218;1218;UNIVERSIDAD DE LA GUAJIRA;PRINCIPAL;1;Oficial;4;Universidad;44;Guajira;44001;Riohacha;2016;2;34;22;31;51;138
1219;1201;UNIVERSIDAD DE ANTIOQUIA;SECCIONAL;1;Oficial;4;Universidad;5;Antioquia;5148;Carmen de Viboral;2016;2;5;0;2;1;8
1220;1201;UNIVERSIDAD DE ANTIOQUIA;SECCIONAL;1;Oficial;4;Universidad;5;Antioquia;5034;Andes;2016;2;1;0;1;1;3
1221;1201;UNIVERSIDAD DE ANTIOQUIA;SECCIONAL;1;Oficial;4;Universidad;5;Antioquia;5154;Caucasia;2016;2;3;1;2;1;7
1222;1201;UNIVERSIDAD DE ANTIOQUIA;SECCIONAL;1;Oficial;4;Universidad;5;Antioquia;5579;Puerto Berrío;2016;2;1;0;1;1;3
1223;1201;UNIVERSIDAD DE ANTIOQUIA;SECCIONAL;1;Oficial;4;Universidad;5;Antioquia;5837;Turbo;2016;2;1;0;0;1;2
2114;2114;ESCUELA NACIONAL DEL DEPORTE;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2016;2;15;3;27;14;59
2207;2207;INSTITUTO UNIVERSITARIO DE LA PAZ;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68081;Barrancabermeja;2016;2;14;2;9;13;38
2211;2211;INSTITUCION UNIVERSITARIA BELLAS ARTES Y CIENCIAS DE BOLIVAR;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;13;Bolivar;13001;Cartagena;2016;2;17;2;4;15;38
2301;2301;UNIDAD CENTRAL DEL VALLE DEL CAUCA;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76834;Tulua;2016;2;57;11;18;20;106
2901;2901;ESCUELA DE INTELIGENCIA Y CONTRAINTELIGENCIA BRIGADIER GENERAL RICARDO CHARRY SOLANO;PRINCIPAL;1;Oficial;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C;11001;Bogota;2016;2;16;1;3;1;21
1701;1701;PONTIFICIA UNIVERSIDAD JAVERIANA;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;835;153;749;34;1771
1702;1701;PONTIFICIA UNIVERSIDAD JAVERIANA;SECCIONAL;2;Privada;4;Universidad;76;Valle del Cauca;76001;Cali;2016;2;22;230;312;81;645
1707;1707;FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;PRINCIPAL;2;Privada;4;Universidad;11;Bogotá D.C;11001;Bogota;2016;2;368;2;223;48;641
