;;;;;;;;;;;;;;;;;;
PERSONAL ADMINISTRATIVO EN INSTITUCIONES DE EDUCACIÓN SUPERIOR - COLOMBIA 2019;;;;;;;;;;;;;;;;;;
Fecha de corte de la información: Junio de 2019;;;;;;;;;;;;;;;;;;
Fuente: Ministerio de Educación Nacional - Sistema Nacional de Información de la Educación Superior - SNIES;;;;;;;;;;;;;;;;;;
La información suministrada corresponde a lo reportado por las Instituciones de Educación Superior a través del SNIES;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
"Código de 
la Institución";IES PADRE;Institución de Educación Superior (IES);"Principal
 o 
Seccional";ID Sector IES;Sector IES;ID Caracter IES;Caracter IES;"Código del 
departamento
(IES)";"Departamento de 
domicilio de la IES";"Código del 
Municipio
(IES)";"Municipio de
domicilio de la IES";Año;Semestre;Auxiliar;Técnico;Profesional;Directivo;Total
2815;2815;CORPORACION UNIVERSITARIA ADVENTISTA - UNAC;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;142;23;218;5;388
2901;2901;ESCUELA DE INTELIGENCIA Y CONTRAINTELIGENCIA BRIGADIER GENERAL RICARDO CHARRY SOLANO;PRINCIPAL;1;OFICIAL;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;21;31;23;4;79
9129;9129;FUNDACION UNIVERSITARIA CAFAM -UNICAFAM;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;0;3;2;0;5
2842;2842;CORPORACION UNIVERSITARIA REFORMADA - CUR -;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;8;ATLÁNTICO;8001;BARRANQUILLA;2019;1;0;0;1;0;1
2842;2842;CORPORACION UNIVERSITARIA REFORMADA - CUR -;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;8;ATLÁNTICO;8001;BARRANQUILLA;2019;1;1;0;0;0;1
1807;1806;UNIVERSIDAD LIBRE;SECCIONAL;2;PRIVADA;4;UNIVERSIDAD;76;VALLE DEL CAUCA;76001;CALI;2019;1;3;1;1;0;5
1807;1806;UNIVERSIDAD LIBRE;SECCIONAL;2;PRIVADA;4;UNIVERSIDAD;76;VALLE DEL CAUCA;76001;CALI;2019;1;6;4;1;0;11
1807;1806;UNIVERSIDAD LIBRE;SECCIONAL;2;PRIVADA;4;UNIVERSIDAD;76;VALLE DEL CAUCA;76001;CALI;2019;1;2;1;1;1;5
1807;1806;UNIVERSIDAD LIBRE;SECCIONAL;2;PRIVADA;4;UNIVERSIDAD;76;VALLE DEL CAUCA;76001;CALI;2019;1;2;1;2;1;6
1807;1806;UNIVERSIDAD LIBRE;SECCIONAL;2;PRIVADA;4;UNIVERSIDAD;76;VALLE DEL CAUCA;76001;CALI;2019;1;9;1;10;4;24
3807;3807;ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-;PRINCIPAL;2;PRIVADA;2;INSTITUCIÓN TECNOLÓGICA;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;0;2;26;1;29
1806;1806;UNIVERSIDAD LIBRE;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;0;7;3;1;11
1806;1806;UNIVERSIDAD LIBRE;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;5;4;2;12
1806;1806;UNIVERSIDAD LIBRE;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;0;2;1;0;3
1806;1806;UNIVERSIDAD LIBRE;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;3;0;1;0;4
1806;1806;UNIVERSIDAD LIBRE;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;0;2;1;1;4
1806;1806;UNIVERSIDAD LIBRE;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;0;7;2;1;10
9103;9103;ESCUELA MILITAR DE AVIACION MARCO FIDEL SUAREZ;PRINCIPAL;1;OFICIAL;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;76;VALLE DEL CAUCA;76001;CALI;2019;1;19;4;41;8;72
1709;1709;UNIVERSIDAD CENTRAL;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;267;97;212;28;604
2822;2822;ESCUELA SUPERIOR DE OFTALMOLOGIA, INSTITUTO BARRAQUER DE AMERICA;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;5;5;11
9915;9915;UNIVERSITARIA VIRTUAL INTERNACIONAL;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;0;3;19;4;26
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;68;SANTANDER;68679;SAN GIL;2019;1;13;4;2;1;20
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;68;SANTANDER;68679;SAN GIL;2019;1;18;26;17;3;64
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;68;SANTANDER;68679;SAN GIL;2019;1;57;3;28;28;116
1830;1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;76;VALLE DEL CAUCA;76001;CALI;2019;1;45;173;86;4;308
3718;3718;FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-;PRINCIPAL;2;PRIVADA;2;INSTITUCIÓN TECNOLÓGICA;54;NORTE DE SANTANDER;54001;SAN JOSÉ DE CÚCUTA;2019;1;11;22;30;7;70
1813;1813;UNIVERSIDAD DE LOS ANDES;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;8;8;21;1;38
9904;9904;FUNDACION UNIVERSITARIA COLOMBO GERMANA;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;11;16;28;13;68
1828;1828;UNIVERSIDAD ICESI;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;76;VALLE DEL CAUCA;76001;CALI;2019;1;190;98;225;192;705
1816;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;SECCIONAL;2;PRIVADA;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;127;142;263;58;590
1126;1101;UNIVERSIDAD NACIONAL DE COLOMBIA;SECCIONAL;1;OFICIAL;4;UNIVERSIDAD;88;ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;88001;SAN ANDRÉS;2019;1;0;1;3;4;8
1815;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;0;0;1;0;1
1815;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;1;0;2
1815;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;1;1;3
1815;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;33;7;6;1;47
2709;2709;FUNDACION UNIVERSITARIA SAN MARTIN;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;4;1;1;1;7
2709;2709;FUNDACION UNIVERSITARIA SAN MARTIN;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;5;3;3;1;12
4837;4837;CORPORACION UNIVERSITARIA DE CIENCIAS EMPRESARIALES, EDUCACION Y SALUD -CORSALUD-;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;8;ATLÁNTICO;8001;BARRANQUILLA;2019;1;14;8;18;4;44
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;3;0;6;1;10
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;12;0;16;4;32
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;6;1;3;4;14
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;33;19;20;13;85
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;18;4;16;3;41
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;1;0;6;1;8
2847;2847;CORPORACION UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;68;SANTANDER;68001;BUCARAMANGA;2019;1;81;25;72;34;212
2904;2904;ESCUELA SUPERIOR DE GUERRA GENERAL RAFAEL REYES PRIETO;PRINCIPAL;1;OFICIAL;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;23;58;59;4;144
4801;4801;CORPORACION ACADEMIA SUPERIOR DE ARTES;PRINCIPAL;2;PRIVADA;2;INSTITUCIÓN TECNOLÓGICA;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;1;0;1;1;3
2720;2720;FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;15;BOYACÁ;15001;TUNJA;2019;1;71;35;43;3;152
1707;1707;FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;6;230;250;51;537
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;0;0;1
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;0;0;1
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;1;0;2
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;2;1;4
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;1;0;2
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;1;0;2
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;0;0;1
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;0;2;3
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;1;2;4
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;0;0;1
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;1;2;4
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;1;0;2
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;0;0;1
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;3;0;4
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;0;0;1
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;1;2;3;7
9907;9907;FUNDACION UNIVERSITARIA NAVARRA - UNINAVARRA;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;41;HUILA;41001;NEIVA;2019;1;36;20;75;26;157
9128;9128;LCI - FUNDACION TECNOLOGICA;PRINCIPAL;2;PRIVADA;2;INSTITUCIÓN TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;8;3;4;1;16
2832;2832;UNIVERSIDAD DE SANTANDER - UDES;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;68;SANTANDER;68001;BUCARAMANGA;2019;1;5;0;4;1;10
2832;2832;UNIVERSIDAD DE SANTANDER - UDES;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;68;SANTANDER;68001;BUCARAMANGA;2019;1;1;0;1;1;3
2832;2832;UNIVERSIDAD DE SANTANDER - UDES;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;68;SANTANDER;68001;BUCARAMANGA;2019;1;1;0;1;1;3
1218;1218;UNIVERSIDAD DE LA GUAJIRA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;44;LA GUAJIRA;44001;RIOHACHA;2019;1;71;94;39;59;263
2301;2301;UNIDAD CENTRAL DEL VALLE DEL CAUCA;PRINCIPAL;1;OFICIAL;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;76;VALLE DEL CAUCA;76834;TULUÁ;2019;1;0;2;2;1;5
2301;2301;UNIDAD CENTRAL DEL VALLE DEL CAUCA;PRINCIPAL;1;OFICIAL;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;76;VALLE DEL CAUCA;76834;TULUÁ;2019;1;0;0;1;0;1
2301;2301;UNIDAD CENTRAL DEL VALLE DEL CAUCA;PRINCIPAL;1;OFICIAL;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;76;VALLE DEL CAUCA;76834;TULUÁ;2019;1;2;1;2;1;6
2301;2301;UNIDAD CENTRAL DEL VALLE DEL CAUCA;PRINCIPAL;1;OFICIAL;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;76;VALLE DEL CAUCA;76834;TULUÁ;2019;1;0;0;1;1;2
1810;1806;UNIVERSIDAD LIBRE;SECCIONAL;2;PRIVADA;4;UNIVERSIDAD;54;NORTE DE SANTANDER;54001;SAN JOSÉ DE CÚCUTA;2019;1;28;12;26;3;69
2840;2840;CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;63;QUINDÍO;63001;ARMENIA;2019;1;48;20;22;21;111
3713;3713;FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;20;52;22;9;103
3114;3114;ESCUELA NAVAL DE SUBOFICIALES ARC BARRANQUILLA;PRINCIPAL;1;OFICIAL;2;INSTITUCIÓN TECNOLÓGICA;8;ATLÁNTICO;8001;BARRANQUILLA;2019;1;73;146;45;4;268
1801;1801;UNIVERSIDAD LA GRAN COLOMBIA;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;252;47;99;42;440
1812;1812;UNIVERSIDAD DE MEDELLIN;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;170;26;88;39;323
9104;9104;ESCUELA MILITAR DE CADETES GENERAL JOSE MARIA CORDOVA;PRINCIPAL;1;OFICIAL;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;40;8;50;4;102
2747;2747;FUNDACION UNIVERSITARIA AUTONOMA DE LAS AMERICAS;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;52;143;64;31;290
2743;2743;FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;85;CASANARE;85001;YOPAL;2019;1;1;0;2;0;3
2743;2743;FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;85;CASANARE;85001;YOPAL;2019;1;0;0;1;0;1
2743;2743;FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;85;CASANARE;85001;YOPAL;2019;1;5;1;1;0;7
2743;2743;FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;85;CASANARE;85001;YOPAL;2019;1;0;0;1;0;1
1715;1715;FUNDACION UNIVERSIDAD DE AMERICA;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;0;1;3;4;8
1713;1713;UNIVERSIDAD DEL NORTE;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;8;ATLÁNTICO;8001;BARRANQUILLA;2019;1;400;176;458;39;1073
1815;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;0;1;2
1815;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;0;1;1;3
1815;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;1;2;0;1;4
1815;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;9;0;2;1;12
1724;1718;UNIVERSIDAD DE SAN BUENAVENTURA;SECCIONAL;2;PRIVADA;4;UNIVERSIDAD;13;BOLÍVAR;13001;CARTAGENA DE INDIAS;2019;1;80;33;22;26;161
2709;2709;FUNDACION UNIVERSITARIA SAN MARTIN;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;26;10;10;2;48
2709;2709;FUNDACION UNIVERSITARIA SAN MARTIN;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;12;9;9;1;31
2709;2709;FUNDACION UNIVERSITARIA SAN MARTIN;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;4;2;0;1;7
2709;2709;FUNDACION UNIVERSITARIA SAN MARTIN;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;4;5;7;1;17
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;7;1;6;3;17
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;10;3;10;8;31
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;56;1;10;5;72
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;22;4;52;6;84
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;18;2;45;3;68
1201;1201;UNIVERSIDAD DE ANTIOQUIA;PRINCIPAL;1;OFICIAL;4;UNIVERSIDAD;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;40;5;11;3;59
9914;9914;ELITE- ESCUELA LATINOAMERICANA DE INGENIEROS, TECNOLOGOS Y EMPRESARIOS;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;11;BOGOTÁ D.C.;11001;BOGOTÁ, D.C.;2019;1;0;2;5;7;14
2114;2114;ESCUELA NACIONAL DEL DEPORTE;PRINCIPAL;1;OFICIAL;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;76;VALLE DEL CAUCA;76001;CALI;2019;1;11;13;37;13;74
1210;1209;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER;SECCIONAL;1;OFICIAL;4;UNIVERSIDAD;54;NORTE DE SANTANDER;54498;OCAÑA;2019;1;188;24;182;10;404
4801;4801;CORPORACION ACADEMIA SUPERIOR DE ARTES;PRINCIPAL;2;PRIVADA;2;INSTITUCIÓN TECNOLÓGICA;5;ANTIOQUIA;5001;MEDELLÍN;2019;1;2;2;2;1;7
2832;2832;UNIVERSIDAD DE SANTANDER - UDES;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;68;SANTANDER;68001;BUCARAMANGA;2019;1;1;0;1;1;3
2832;2832;UNIVERSIDAD DE SANTANDER - UDES;PRINCIPAL;2;PRIVADA;4;UNIVERSIDAD;68;SANTANDER;68001;BUCARAMANGA;2019;1;1;0;1;1;3
2842;2842;CORPORACION UNIVERSITARIA REFORMADA - CUR -;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;8;ATLÁNTICO;8001;BARRANQUILLA;2019;2;0;0;3;0;3
2842;2842;CORPORACION UNIVERSITARIA REFORMADA - CUR -;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;8;ATLÁNTICO;8001;BARRANQUILLA;2019;2;1;0;3;0;4
2842;2842;CORPORACION UNIVERSITARIA REFORMADA - CUR -;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;8;ATLÁNTICO;8001;BARRANQUILLA;2019;2;0;0;10;4;14
3812;3812;INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS;PRINCIPAL;2;PRIVADA;3;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;5;ANTIOQUIA;5088;BELLO;2019;2;18;8;13;4;43
