;;;;;;;;;;;;;;;;;;
PERSONAL ADMINISTRATIVO EN INSTITUCIONES DE EDUCACIÓN SUPERIOR - COLOMBIA 2021;;;;;;;;;;;;;;;;;;
Fecha de corte de la información: Mayo de 2022;;;;;;;;;;;;;;;;;;
Fuente: Ministerio de Educación Nacional - Sistema Nacional de Información de la Educación Superior - SNIES;;;;;;;;;;;;;;;;;;
La información suministrada corresponde a lo reportado por las Instituciones de Educación Superior a través del SNIES;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Carácter IES;Carácter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;Año;Semestre;Auxiliar;Técnico;Profesional;Directivo;Total
1801;1801;UNIVERSIDAD LA GRAN COLOMBIA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;201;48;128;42;419
1802;1801;UNIVERSIDAD LA GRAN COLOMBIA;Seccional;2;PRIVADA;4;Universidad;63;Quindío;63001;Armenia;2021;1;63;14;32;11;120
1802;1801;UNIVERSIDAD LA GRAN COLOMBIA;Seccional;2;PRIVADA;4;Universidad;63;Quindío;63001;Armenia;2021;2;54;12;34;11;111
1803;1803;UNIVERSIDAD DE LA SALLE;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;166;238;178;167;749
1803;1803;UNIVERSIDAD DE LA SALLE;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;162;292;187;152;793
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Principal;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2021;1;195;104;106;38;443
1805;1805;UNIVERSIDAD SANTIAGO DE CALI;Principal;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2021;2;195;104;106;38;443
1806;1806;UNIVERSIDAD LIBRE;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;111;210;117;39;477
1806;1806;UNIVERSIDAD LIBRE;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;104;180;110;30;424
1807;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2021;1;75;49;55;17;196
1807;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2021;2;75;49;55;17;196
1808;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;8;Atlántico;8001;Barranquilla;2021;1;93;26;37;19;175
1808;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;8;Atlántico;8001;Barranquilla;2021;2;93;26;37;19;175
1809;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;66;Risaralda;66001;Pereira;2021;1;14;63;39;25;141
1809;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;66;Risaralda;66001;Pereira;2021;2;12;66;40;21;139
1810;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;54;Norte de Santander;54001;San José de Cúcuta;2021;1;28;10;24;3;65
1810;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;54;Norte de Santander;54001;San José de Cúcuta;2021;2;28;9;22;3;62
1811;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;68;Santander;68755;Socorro;2021;1;47;3;9;8;67
1811;1806;UNIVERSIDAD LIBRE;Seccional;2;PRIVADA;4;Universidad;68;Santander;68755;Socorro;2021;2;46;3;9;8;66
1812;1812;UNIVERSIDAD DE MEDELLIN;Principal;2;PRIVADA;4;Universidad;5;Antioquia;5001;Medellín;2021;1;172;16;120;38;346
1812;1812;UNIVERSIDAD DE MEDELLIN;Principal;2;PRIVADA;4;Universidad;5;Antioquia;5001;Medellín;2021;2;181;13;136;44;374
1813;1813;UNIVERSIDAD DE LOS ANDES;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;126;599;2259;91;3075
1813;1813;UNIVERSIDAD DE LOS ANDES;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;171;574;2998;90;3833
1815;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;90;37;61;40;228
1815;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;122;6;25;73;226
1816;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;5;Antioquia;5001;Medellín;2021;1;106;92;228;54;480
1816;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;5;Antioquia;5001;Medellín;2021;2;104;88;230;52;474
1817;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2021;1;35;42;39;3;119
1817;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2021;2;38;39;40;3;120
1818;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;321;287;315;26;949
1818;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;299;270;318;26;913
1819;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;68;Santander;68081;Barrancabermeja;2021;1;16;17;21;1;55
1819;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;68;Santander;68081;Barrancabermeja;2021;2;13;14;20;1;48
1820;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;47;Magdalena;47001;Santa Marta;2021;1;38;52;51;2;143
1820;1818;UNIVERSIDAD COOPERATIVA DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;47;Magdalena;47001;Santa Marta;2021;2;34;52;50;3;139
1822;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;25;Cundinamarca;25307;Girardot;2021;1;7;8;24;10;49
1822;1815;CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA;Seccional;2;PRIVADA;4;Universidad;25;Cundinamarca;25307;Girardot;2021;2;7;8;24;10;49
1823;1823;UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-;Principal;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2021;1;25;172;155;78;430
1823;1823;UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-;Principal;2;PRIVADA;4;Universidad;68;Santander;68001;Bucaramanga;2021;2;25;171;162;79;437
1824;1824;UNIVERSIDAD METROPOLITANA;Principal;2;PRIVADA;4;Universidad;8;Atlántico;8001;Barranquilla;2021;1;68;61;588;15;732
1824;1824;UNIVERSIDAD METROPOLITANA;Principal;2;PRIVADA;4;Universidad;8;Atlántico;8001;Barranquilla;2021;2;70;54;596;16;736
1825;1825;UNIVERSIDAD AUTONOMA DE MANIZALES;Principal;2;PRIVADA;4;Universidad;17;Caldas;17001;Manizales;2021;1;93;27;74;5;199
1825;1825;UNIVERSIDAD AUTONOMA DE MANIZALES;Principal;2;PRIVADA;4;Universidad;17;Caldas;17001;Manizales;2021;2;105;24;74;5;208
1826;1826;UNIVERSIDAD ANTONIO NARIÑO;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;1;1;1;1;4
1826;1826;UNIVERSIDAD ANTONIO NARIÑO;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;1;1;1;1;4
1827;1827;UNIVERSIDAD CATOLICA DE MANIZALES;Principal;2;PRIVADA;4;Universidad;17;Caldas;17001;Manizales;2021;1;34;101;265;20;420
1827;1827;UNIVERSIDAD CATOLICA DE MANIZALES;Principal;2;PRIVADA;4;Universidad;17;Caldas;17001;Manizales;2021;2;36;106;310;22;474
1828;1828;UNIVERSIDAD ICESI;Principal;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2021;1;204;78;180;129;591
1828;1828;UNIVERSIDAD ICESI;Principal;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2021;2;178;64;296;133;671
1829;1805;UNIVERSIDAD SANTIAGO DE CALI;Seccional;2;PRIVADA;4;Universidad;76;Valle del Cauca;76520;Palmira;2021;1;195;104;106;38;443
1830;1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;Principal;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2021;1;53;289;263;15;620
1830;1830;UNIVERSIDAD AUTONOMA DE OCCIDENTE;Principal;2;PRIVADA;4;Universidad;76;Valle del Cauca;76001;Cali;2021;2;55;280;266;14;615
1831;1831;UNIVERSIDAD DE IBAGUE;Principal;2;PRIVADA;4;Universidad;73;Tolima;73001;Ibagué;2021;1;166;28;117;23;334
1831;1831;UNIVERSIDAD DE IBAGUE;Principal;2;PRIVADA;4;Universidad;73;Tolima;73001;Ibagué;2021;2;160;28;111;20;319
1832;1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;Principal;2;PRIVADA;4;Universidad;13;Bolívar;13001;Cartagena de Indias;2021;1;150;60;90;30;330
1832;1832;UNIVERSIDAD TECNOLOGICA DE BOLIVAR;Principal;2;PRIVADA;4;Universidad;13;Bolívar;13001;Cartagena de Indias;2021;2;150;60;90;30;330
1833;1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;Principal;2;PRIVADA;4;Universidad;23;Córdoba;23001;Montería;2021;1;129;32;96;16;273
1833;1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;Principal;2;PRIVADA;4;Universidad;23;Córdoba;23001;Montería;2021;2;149;37;103;17;306
1834;1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;Seccional;2;PRIVADA;4;Universidad;13;Bolívar;13001;Cartagena de Indias;2021;1;170;27;53;21;271
1834;1833;UNIVERSIDAD DEL SINU - ELIAS BECHARA ZAINUM - UNISINU -;Seccional;2;PRIVADA;4;Universidad;13;Bolívar;13001;Cartagena de Indias;2021;2;201;12;31;57;301
1835;1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES - UDCA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;57;100;84;36;277
1835;1835;UNIVERSIDAD DE CIENCIAS APLICADAS Y AMBIENTALES - UDCA;Principal;2;PRIVADA;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;55;118;89;35;297
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;Principal;1;OFICIAL;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;21;80;132;62;295
2102;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD;Principal;1;OFICIAL;4;Universidad;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;20;74;127;62;283
2104;2104;ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA-ESAP-;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;159;48;441;46;694
2106;2106;DIRECCION NACIONAL DE ESCUELAS;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;996;1621;381;401;3399
2106;2106;DIRECCION NACIONAL DE ESCUELAS;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;996;1621;381;401;3399
2110;2110;COLEGIO MAYOR DE ANTIOQUIA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2021;1;16;0;9;10;35
2110;2110;COLEGIO MAYOR DE ANTIOQUIA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2021;2;16;0;9;10;35
2114;2114;ESCUELA NACIONAL DEL DEPORTE;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2021;1;15;14;40;15;84
2114;2114;ESCUELA NACIONAL DEL DEPORTE;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2021;2;16;16;45;16;93
2207;2207;INSTITUTO UNIVERSITARIO DE LA PAZ;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68081;Barrancabermeja;2021;1;5;11;2;20;38
2207;2207;INSTITUTO UNIVERSITARIO DE LA PAZ;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68081;Barrancabermeja;2021;2;5;11;2;20;38
2208;2208;CONSERVATORIO DEL TOLIMA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;73;Tolima;73001;Ibagué;2021;1;13;2;11;4;30
2208;2208;CONSERVATORIO DEL TOLIMA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;73;Tolima;73001;Ibagué;2021;2;13;2;11;4;30
2209;2209;POLITECNICO COLOMBIANO JAIME ISAZA CADAVID;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2021;1;143;24;91;26;284
2209;2209;POLITECNICO COLOMBIANO JAIME ISAZA CADAVID;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2021;2;139;24;88;25;276
2211;2211;INSTITUCION UNIVERSITARIA BELLAS ARTES Y CIENCIAS DE BOLIVAR;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;13;Bolívar;13001;Cartagena de Indias;2021;1;15;2;6;18;41
2211;2211;INSTITUCION UNIVERSITARIA BELLAS ARTES Y CIENCIAS DE BOLIVAR;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;13;Bolívar;13001;Cartagena de Indias;2021;2;15;2;6;18;41
2301;2301;UNIDAD CENTRAL DEL VALLE DEL CAUCA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76834;Tuluá;2021;1;66;15;33;20;134
2301;2301;UNIDAD CENTRAL DEL VALLE DEL CAUCA;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76834;Tuluá;2021;2;67;15;34;19;135
2302;2302;INSTITUCION UNIVERSITARIA DE ENVIGADO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5266;Envigado;2021;1;24;18;31;29;102
2302;2302;INSTITUCION UNIVERSITARIA DE ENVIGADO;Principal;1;OFICIAL;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5266;Envigado;2021;2;24;18;31;29;102
2701;2701;INSTITUCION UNIVERSITARIA COLEGIOS DE COLOMBIA - UNICOC;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;101;13;45;32;191
2701;2701;INSTITUCION UNIVERSITARIA COLEGIOS DE COLOMBIA - UNICOC;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;101;13;45;32;191
2702;2702;FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;81;8;76;36;201
2702;2702;FUNDACION UNIVERSITARIA DE CIENCIAS DE LA SALUD;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;92;0;96;40;228
2704;2704;COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION-CESA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;22;38;39;24;123
2704;2704;COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION-CESA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;22;38;39;24;123
2707;2707;FUNDACIÓN UNIVERSITARIA JUAN N. CORPAS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;30;46;123;24;223
2707;2707;FUNDACIÓN UNIVERSITARIA JUAN N. CORPAS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;30;46;123;24;223
2708;2708;UNIVERSIDAD CES;Principal;2;PRIVADA;4;Universidad;5;Antioquia;5001;Medellín;2021;1;166;159;144;17;486
2708;2708;UNIVERSIDAD CES;Principal;2;PRIVADA;4;Universidad;5;Antioquia;5001;Medellín;2021;2;176;165;180;17;538
2709;2709;FUNDACION UNIVERSITARIA SAN MARTIN;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;323;64;180;28;595
2709;2709;FUNDACION UNIVERSITARIA SAN MARTIN;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;277;108;149;28;562
2710;2710;FUNDACION UNIVERSITARIA MONSERRATE -UNIMONSERRATE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;5;39;30;29;103
2710;2710;FUNDACION UNIVERSITARIA MONSERRATE -UNIMONSERRATE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;5;39;30;29;103
2711;2711;UNIVERSIDAD CATOLICA DE PEREIRA;Principal;2;PRIVADA;4;Universidad;66;Risaralda;66001;Pereira;2021;2;47;10;50;6;113
2712;2712;FUNDACION UNIVERSITARIA KONRAD LORENZ;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;43;20;83;3;149
2712;2712;FUNDACION UNIVERSITARIA KONRAD LORENZ;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;45;19;79;3;146
2713;2713;FUNDACION UNIVERSITARIA LOS LIBERTADORES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;65;9;199;57;330
2713;2713;FUNDACION UNIVERSITARIA LOS LIBERTADORES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;48;78;85;25;236
2715;2715;FUNDACION UNIVERSITARIA DE POPAYAN;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;19;Cauca;19001;Popayán;2021;1;52;0;21;34;107
2719;2719;UNIVERSIDAD CATÓLICA LUIS AMIGÓ;Principal;2;PRIVADA;4;Universidad;5;Antioquia;5001;Medellín;2021;1;107;47;47;43;244
2719;2719;UNIVERSIDAD CATÓLICA LUIS AMIGÓ;Principal;2;PRIVADA;4;Universidad;5;Antioquia;5001;Medellín;2021;2;69;62;56;45;232
2720;2720;FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;15;Boyacá;15001;Tunja;2021;1;63;22;54;3;142
2720;2720;FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;15;Boyacá;15001;Tunja;2021;2;66;26;51;3;146
2721;2721;FUNDACION UNIVERSITARIA MARIA CANO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2021;1;27;9;49;36;121
2721;2721;FUNDACION UNIVERSITARIA MARIA CANO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2021;2;47;3;53;38;141
2723;2723;FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;75;1;46;95;217
2723;2723;FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;81;2;49;96;228
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68679;San Gil;2021;1;72;30;43;29;174
2724;2724;FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;68;Santander;68679;San Gil;2021;2;71;29;46;31;177
2725;2725;POLITECNICO GRANCOLOMBIANO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;193;8;620;69;890
2725;2725;POLITECNICO GRANCOLOMBIANO;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;199;0;278;74;551
2727;2727;FUNDACION UNIVERSITARIA-CEIPA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5631;Sabaneta;2021;1;0;50;92;16;158
2727;2727;FUNDACION UNIVERSITARIA-CEIPA-;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5631;Sabaneta;2021;2;0;50;90;16;156
2728;2728;FUNDACION UNIVERSITARIA DEL AREA ANDINA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;91;163;228;129;611
2728;2728;FUNDACION UNIVERSITARIA DEL AREA ANDINA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;91;163;228;129;611
2730;2730;FUNDACION ESCUELA COLOMBIANA DE REHABILITACION;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;5;17;22;11;55
2730;2730;FUNDACION ESCUELA COLOMBIANA DE REHABILITACION;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;5;17;23;11;56
2731;2731;FUNDACION UNIVERSITARIA CATOLICA LUMEN GENTIUM - UNICATÓLICA - CALI;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2021;1;90;35;602;310;1037
2731;2731;FUNDACION UNIVERSITARIA CATOLICA LUMEN GENTIUM - UNICATÓLICA - CALI;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;76;Valle del Cauca;76001;Cali;2021;2;90;35;602;310;1037
2732;2732;FUNDACION UNIVERSITARIA CATOLICA DEL NORTE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5686;Santa Rosa de Osos;2021;1;47;28;281;24;380
2732;2732;FUNDACION UNIVERSITARIA CATOLICA DEL NORTE;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5686;Santa Rosa de Osos;2021;2;53;25;278;22;378
2736;2736;FUNDACION UNIVERSITARIA SEMINARIO BIBLICO DE COLOMBIA - FUSBC;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2021;1;9;7;1;11;28
2736;2736;FUNDACION UNIVERSITARIA SEMINARIO BIBLICO DE COLOMBIA - FUSBC;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5001;Medellín;2021;2;9;7;1;11;28
2737;2728;FUNDACION UNIVERSITARIA DEL AREA ANDINA;Seccional;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;66;Risaralda;66001;Pereira;2021;1;30;59;44;33;166
2737;2728;FUNDACION UNIVERSITARIA DEL AREA ANDINA;Seccional;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;66;Risaralda;66001;Pereira;2021;2;30;59;44;33;166
2738;2738;FUNDACION UNIVERSITARIA EMPRESARIAL DE LA CAMARA DE COMERCIO DE BOGOTA- UNIEMPRESARIAL;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;8;6;77;8;99
2738;2738;FUNDACION UNIVERSITARIA EMPRESARIAL DE LA CAMARA DE COMERCIO DE BOGOTA- UNIEMPRESARIAL;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;11;8;71;8;98
2739;2739;FUNDACION DE ESTUDIOS SUPERIORES UNIVERSITARIOS DE URABA ANTONIO ROLDAN BETANCUR;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5045;Apartadó;2021;1;3;3;16;4;26
2739;2739;FUNDACION DE ESTUDIOS SUPERIORES UNIVERSITARIOS DE URABA ANTONIO ROLDAN BETANCUR;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;Antioquia;5045;Apartadó;2021;2;3;3;16;4;26
2740;2740;INSTITUCION UNIVERSITARIA COLOMBO AMERICANA - UNICA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;1;0;1;1;9;11
2740;2740;INSTITUCION UNIVERSITARIA COLOMBO AMERICANA - UNICA;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;11;Bogotá D.C.;11001;Bogotá, D.C.;2021;2;0;1;1;9;11
2741;2741;FUNDACION DE ESTUDIOS SUPERIORES - MONSEÑOR ABRAHAM ESCUDERO MONTOYA  - FUNDES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;73;Tolima;73268;Espinal;2021;1;2;4;12;7;25
2741;2741;FUNDACION DE ESTUDIOS SUPERIORES - MONSEÑOR ABRAHAM ESCUDERO MONTOYA  - FUNDES;Principal;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;73;Tolima;73268;Espinal;2021;2;2;4;5;8;19
2743;2743;UNIVERSIDAD INTERNACIONAL DEL TRÓPICO AMERICANO;Principal;1;OFICIAL;4;Universidad;85;Casanare;85001;Yopal;2021;1;38;13;49;8;108
